V_Bat,I_Bat,Pedal_time(ms),Wheel_time(ms),GPS_date,GPS_time,GPS_lat,GPS_lng,Vbat(V),Ibat(A),BattPower(W),Energy(J),Speed(km/h),norm.Speed,distance from encoder(m),cadencia(RPM),Altitud (msnm),Potencia del ciclista (W),Energía del ciclista (J)
0,0,0,338,10/10/2017,10:45:19.00,4.653815,-74.07675,0.0,0.0,0.0,0.0,16.706738138942573,0.9035835871664197,1626.8690423978744,0,2600.5049999999997,-0.9696434227973714,22931.817397001327
0,0,0,337,10/10/2017,10:45:20.00,4.653748,-74.07676,0.0,0.0,0.0,0.0,16.694825370374364,0.9029392853244668,1631.506493889645,0,2600.4939999999997,26.68212981887745,22958.499526820204
0,0,0,339,10/10/2017,10:45:21.00,4.653694,-74.07677,0.0,0.0,0.0,0.0,16.677639011450395,0.9020097614570488,1636.1391713928258,0,2600.508,45.84140564713436,23004.340932467338
0,0,0,337,10/10/2017,10:45:22.00,4.653633,-74.07678,0.0,0.0,0.0,0.0,16.654939337146168,0.9007820500411673,1640.765543430922,0,2600.5229999999997,46.501234454319786,23050.84216692166
0,0,0,337,10/10/2017,10:45:23.00,4.653577,-74.07678,0.0,0.0,0.0,0.0,16.620429539665736,0.8989155883572393,1645.3823294141625,0,2600.542,49.41453954195197,23100.25670646361
0,0,0,340,10/10/2017,10:45:24.00,4.653531,-74.07679,0.0,0.0,0.0,0.0,16.56347204959303,0.8958350436831161,1649.9832938723828,0,2600.569,55.30315670411124,23155.55986316772
0,0,0,334,10/10/2017,10:45:25.00,4.653481,-74.07680,0.0,0.0,0.0,0.0,16.481197827822015,0.8913852440980078,1654.561404380111,0,2600.589,49.53136173278524,23205.091224900505
0,0,0,337,10/10/2017,10:45:26.00,4.653430,-74.07681,0.0,0.0,0.0,0.0,16.374056242485405,0.8855904936680906,1659.109753336357,0,2600.614,52.88523131759824,23257.976456218104
0,0,0,338,10/10/2017,10:45:27.00,4.653376,-74.07681,0.0,0.0,0.0,0.0,16.256978469187366,0.8792583447175119,1663.6255806889092,0,2600.6099999999997,30.02079903769615,23287.9972552558
0,0,0,336,10/10/2017,10:45:28.00,4.653326,-74.07682,0.0,0.0,0.0,0.0,16.12392368049819,0.8720620792195093,1668.1044483779365,0,2600.5939999999996,20.17965798820783,23308.176913244006
0,0,0,333,10/10/2017,10:45:29.00,4.653278,-74.07683,0.0,0.0,0.0,0.0,15.989755923524047,0.8648056188548027,1672.546047245582,0,2600.5779999999995,19.567124135725603,23327.744037379733
0,0,0,331,10/10/2017,10:45:30.00,4.653227,-74.07684,0.0,0.0,0.0,0.0,15.83969244861749,0.8566894389140481,1676.9459618146425,0,2600.5559999999996,14.286820498479143,23342.030857878213
0,0,0,333,10/10/2017,10:45:31.00,4.653181,-74.07685,0.0,0.0,0.0,0.0,15.688482229545132,0.8485112373387723,1681.3038735450716,0,2600.534999999999,14.3872716571589,23356.418129535374
0,0,0,329,10/10/2017,10:45:32.00,4.653130,-74.07686,0.0,0.0,0.0,0.0,15.538418754638574,0.8403950573980177,1685.6201009769156,0,2600.495999999999,-0.123498550076786,23356.294630985296
0,0,0,330,10/10/2017,10:45:33.00,4.653073,-74.07687,0.0,0.0,0.0,0.0,15.386047849222102,0.8321540801257945,1689.8940031572552,0,2600.4569999999994,-0.7753729526671197,23355.51925803263
0,0,0,346,10/10/2017,10:45:34.00,4.653034,-74.07686,0.0,0.0,0.0,0.0,15.309652556129825,0.8280222422768462,1694.1466844228469,0,2600.4449999999993,19.629559287912066,23375.14881732054
0,0,0,368,10/10/2017,10:45:35.00,4.652989,-74.07686,0.0,0.0,0.0,0.0,15.245568931242182,0.8245562807484477,1698.3815646815253,0,2600.423999999999,12.42712857110735,23387.575945891647
0,0,0,365,10/10/2017,10:45:36.00,4.652951,-74.07684,0.0,0.0,0.0,0.0,15.19922751265206,0.8220499060811847,1702.6035723239286,0,2600.4089999999987,16.84556970475868,23404.421515596405
0,0,0,363,10/10/2017,10:45:37.00,4.652934,-74.07681,0.0,0.0,0.0,0.0,15.154272413816313,0.8196185104892025,1706.8130924388774,0,2600.411999999999,30.512893841728182,23434.934409438134
0,0,0,369,10/10/2017,10:45:38.00,4.652926,-74.07677,0.0,0.0,0.0,0.0,15.111288884786934,0.8172937472094749,1711.0106726846516,0,2600.385999999999,8.012613901209889,23442.947023339344
0,0,0,372,10/10/2017,10:45:39.00,4.652919,-74.07674,0.0,0.0,0.0,0.0,15.064917244846482,0.8147857380211034,1715.1953719193311,0,2600.3129999999987,-28.355205551243248,23414.5918177881
0,0,0,374,10/10/2017,10:45:40.00,4.652915,-74.07670,0.0,0.0,0.0,0.0,15.008490842111302,0.8117339171946607,1719.364397153251,0,2600.1909999999984,-66.30177817972722,23348.29003960837
0,0,0,384,10/10/2017,10:45:41.00,4.652904,-74.07667,0.0,0.0,0.0,0.0,14.948099105395308,0.8084676313617697,1723.5166469047497,0,2600.0519999999988,-79.63264134706078,23268.65739826131
0,0,0,383,10/10/2017,10:45:42.00,4.652891,-74.07663,0.0,0.0,0.0,0.0,14.9304928530315,0.807515397566331,1727.6640060305917,0,2599.882999999999,-102.80832146466881,23165.849076796643
0,0,0,382,10/10/2017,10:45:43.00,4.652872,-74.07658,0.0,0.0,0.0,0.0,14.926704360465802,0.8073104970241666,1731.8103127973877,0,2599.706999999999,-108.21325192044607,23057.635824876197
0,0,0,374,10/10/2017,10:45:44.00,4.652848,-74.07655,0.0,0.0,0.0,0.0,14.929344390170618,0.8074532829762217,1735.9573529057684,0,2599.5409999999993,-100.50448819685806,22957.13133667934
0,0,0,379,10/10/2017,10:45:45.00,4.652820,-74.07652,0.0,0.0,0.0,0.0,14.94679077769196,0.8083968704849577,1740.109239232905,0,2599.399999999999,-81.18785777556674,22875.943478903773
0,0,0,369,10/10/2017,10:45:46.00,4.652795,-74.07649,0.0,0.0,0.0,0.0,14.95608055082221,0.8088993076728266,1744.2637060525778,0,2599.2709999999993,-71.91335596962936,22804.030122934142
0,0,0,371,10/10/2017,10:45:47.00,4.652767,-74.07645,0.0,0.0,0.0,0.0,14.951561541941775,0.8086548971708686,1748.416917592006,0,2599.166999999999,-52.68749361949183,22751.34262931465
0,0,0,371,10/10/2017,10:45:48.00,4.652752,-74.07641,0.0,0.0,0.0,0.0,14.933868480904035,0.8076979683300932,1752.565214392257,0,2599.088999999999,-32.74455708637934,22718.598072228273
0,0,0,374,10/10/2017,10:45:49.00,4.652736,-74.07636,0.0,0.0,0.0,0.0,14.910154261070359,0.806415385240207,1756.7069239092211,0,2599.0199999999986,-25.912000513258107,22692.686071715016
0,0,0,378,10/10/2017,10:45:50.00,4.652725,-74.07632,0.0,0.0,0.0,0.0,14.881928082086583,0.8048887729328822,1760.840792820912,0,2598.958999999999,-19.86721495328108,22672.818856761736
0,0,0,383,10/10/2017,10:45:51.00,4.652718,-74.07627,0.0,0.0,0.0,0.0,14.849201026020934,0.80311873078155,1764.9655708836956,0,2598.910999999999,-9.991373775018447,22662.82748298672
0,0,0,388,10/10/2017,10:45:52.00,4.652713,-74.07623,0.0,0.0,0.0,0.0,14.777818966261256,0.799258033553847,1769.070520596546,0,2598.8609999999994,-11.803869968976588,22651.023613017744
