V_Bat,I_Bat,Pedal_time(ms),Wheel_time(ms),GPS_date,GPS_time,GPS_lat,GPS_lng,Vbat(V),Ibat(A),BattPower(W),Energy(J),Speed(km/h),norm.Speed,distance from encoder(m),cadencia(RPM),Altitud (msnm),Potencia del ciclista (W),Energía del ciclista (J)
0,0,0,0,DD/MM/AA,HH:MM:SS.CS,LAT,LNG,0.0,0.0,0.0,0,10.980576881943,0.8042061776929628,0,0,2575.0,16.17211881868624,0
0,0,0,359,24/9/2017,16:59:29.00,0.000000,0.000000,0.0,0.0,0.0,0.0,11.089896336074004,0.812212622281384,3.0805267600205566,0,2575.0,16.511985568394692,16.511985568394692
0,0,0,364,24/9/2017,16:59:30.00,0.000000,0.000000,0.0,0.0,0.0,0.0,11.06128249641179,0.8101169740407429,6.1531052312460535,0,2575.0,16.392382064766643,32.904367633161336
0,0,0,377,24/9/2017,16:59:31.00,0.000000,0.000000,0.0,0.0,0.0,0.0,11.034134164573322,0.8081286580885585,9.218142499183088,0,2575.0016,17.832035082051558,50.73640271521289
0,0,0,387,24/9/2017,16:59:32.00,0.000000,0.000000,0.0,0.0,0.0,0.0,11.009386312827681,0.8063161508339349,12.276305363857444,0,2575.0032,17.764964458452887,68.50136717366578
0,0,4130,377,24/9/2017,16:59:33.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.984404112642283,0.8044864801401758,15.327528728480301,14.527845036319613,2575.0056,18.454608946409493,86.95597612007528
0,0,1104,370,24/9/2017,16:59:34.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.9545255634418,0.802298205871358,18.370452496103024,54.34782608695652,2575.008,18.375731585989165,105.33170770606444
0,0,1078,364,24/9/2017,16:59:35.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.925974155877856,0.8002071300934986,21.405445317180206,55.65862708719852,2575.0112000000004,19.055992843767985,124.38770054983242
0,0,1066,363,24/9/2017,16:59:36.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.901170862669954,0.7983905623630977,24.433548334588526,56.28517823639775,2575.0136,18.232742834618428,142.62044338445085
0,0,1057,363,24/9/2017,16:59:37.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.878418981328297,0.7967242379317113,27.455331384957496,56.76442762535478,2575.0168000000003,18.928755230872834,161.5491986153237
0,0,1062,365,24/9/2017,16:59:38.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.859086947989544,0.7953083796570921,30.471744426065705,56.497175141242934,2575.0200000000004,18.877154592184144,180.42635320750784
0,0,1067,363,24/9/2017,16:59:39.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.836017479420475,0.793618795463219,33.48174928146028,56.232427366447986,2575.0272000000004,22.600103063357604,203.02645627086545
0,0,1067,360,24/9/2017,16:59:40.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.806470703575226,0.7914548199343255,36.48354669912007,56.232427366447986,2575.0352000000007,23.280434706079962,226.30689097694543
0,0,1051,359,24/9/2017,16:59:41.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.772156541584106,0.7889416859385155,39.475812405115654,57.08848715509039,2575.0432000000005,23.191844100459623,249.49873507740506
0,0,1054,362,24/9/2017,16:59:42.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.733220599717994,0.7860900575295826,42.457262571703986,56.92599620493359,2575.052800000001,24.60499566370253,274.1037307411076
0,0,1057,361,24/9/2017,16:59:43.00,0.000000,0.000000,0.0,0.0,0.0,0.0,10.692975979573278,0.7831425828670711,45.42753367714101,56.76442762535478,2575.0640000000008,26.01436068965181,300.1180914307594
