HEADER:,V_BAT,I_BAT,PEDAL_TIME,WHEEL_TIME,GPS_DATE,GPS_TIME,GPS_LAT,GPS_LNG
MEDIDA:,810,130,0,1375,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,126,0,1386,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,130,0,1433,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,809,129,0,1439,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,810,126,0,1439,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,811,123,0,1429,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,810,123,0,1502,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,811,118,0,1502,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,810,120,0,1494,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,796,118,0,1483,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,118,0,1483,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,121,0,1493,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,122,0,1503,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,119,0,1503,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,809,122,0,1497,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,122,0,1507,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,809,119,0,1507,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,121,0,1498,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,119,0,1498,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,809,113,0,1508,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,116,0,1543,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,117,0,1543,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,809,114,0,1546,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,119,0,1552,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,116,0,1552,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,115,0,1548,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,118,0,1557,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,114,0,1557,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,115,0,1543,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,116,0,1554,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,113,0,1554,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,808,117,0,1543,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,807,116,0,1543,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,809,114,0,1549,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,118,0,1558,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,116,0,1558,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,115,0,1549,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,804,117,0,1557,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,114,0,1557,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,114,0,1543,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,803,117,0,1548,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,805,114,0,1548,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
MEDIDA:,806,116,0,1546,DD/MM/AA,HH:MM:SS.CS,LAT,LNG
