type,latitude,longitude,altitude (m),name
T,4.711147,-74.04796,2557.7,
T,4.71111,-74.04795,2557.7,
T,4.711057,-74.04794,2557.6,
T,4.710988,-74.04795,2557.6,
T,4.710937,-74.04796,2557.6,
T,4.710878,-74.04798,2557.6,
T,4.710827,-74.04799,2557.6,
T,4.710785,-74.048,2557.5,
T,4.710748,-74.04803,2557.5,
T,4.710718,-74.04804,2557.4,
T,4.710685,-74.04804,2557.4,
T,4.71064,-74.04805,2557.3,
T,4.710597,-74.04805,2557.2,
T,4.710552,-74.04805,2557.1,
T,4.71051,-74.04807,2557,
T,4.71046,-74.04808,2556.9,
T,4.71041,-74.04809,2556.8,
T,4.710373,-74.04807,2556.8,
T,4.710315,-74.04807,2556.6,
T,4.710252,-74.04807,2556.5,
T,4.710195,-74.04808,2556.4,
T,4.710148,-74.04808,2556.3,
T,4.710105,-74.04808,2556.2,
T,4.710055,-74.04808,2556.1,
T,4.709983,-74.04808,2556,
T,4.709918,-74.04809,2556,
T,4.709878,-74.0481,2555.9,
T,4.709833,-74.0481,2555.9,
T,4.709785,-74.04811,2555.9,
T,4.709747,-74.04811,2555.9,
T,4.709707,-74.04811,2555.8,
T,4.70966,-74.04811,2555.8,
T,4.709613,-74.04811,2555.8,
T,4.709567,-74.04811,2555.8,
T,4.70952,-74.04812,2555.7,
T,4.70948,-74.04813,2555.7,
T,4.70944,-74.04812,2555.7,
T,4.709388,-74.04814,2555.6,
T,4.709335,-74.04814,2555.6,
T,4.709287,-74.04815,2555.5,
T,4.709237,-74.04815,2555.5,
T,4.709192,-74.04816,2555.4,
T,4.709148,-74.04816,2555.4,
T,4.709103,-74.04816,2555.4,
T,4.709057,-74.04817,2555.3,
T,4.708988,-74.04815,2555.4,
T,4.708923,-74.04814,2555.4,
T,4.708873,-74.04815,2555.3,
T,4.708827,-74.04815,2555.3,
T,4.708763,-74.04816,2555.2,
T,4.708697,-74.04822,2554.9,
T,4.708643,-74.04825,2554.8,
T,4.708593,-74.04827,2554.6,
T,4.708538,-74.0483,2554.4,
T,4.708497,-74.0483,2554.4,
T,4.708447,-74.04831,2554.3,
T,4.7084,-74.04831,2554.2,
T,4.70835,-74.04831,2554.2,
T,4.708303,-74.04832,2554,
T,4.708258,-74.04832,2553.9,
T,4.708217,-74.04833,2553.7,
T,4.708178,-74.04834,2553.6,
T,4.708145,-74.04833,2553.6,
T,4.708115,-74.04833,2553.5,
T,4.708097,-74.04834,2553.4,
T,4.708053,-74.04841,2553.4,
T,4.70803,-74.04843,2553.4,
T,4.707985,-74.04843,2553.3,
T,4.707937,-74.04844,2553.2,
T,4.707888,-74.04844,2553.1,
T,4.707855,-74.04843,2553,
T,4.707802,-74.04843,2552.9,
T,4.707753,-74.04843,2552.8,
T,4.7077,-74.04844,2552.7,
T,4.707638,-74.04844,2552.5,
T,4.707582,-74.04844,2552.4,
T,4.707525,-74.04845,2552.3,
T,4.707468,-74.04845,2552.2,
T,4.707415,-74.04846,2552.2,
T,4.70736,-74.04846,2552.1,
T,4.707307,-74.04846,2552,
T,4.707253,-74.04846,2551.9,
T,4.707202,-74.04847,2551.9,
T,4.707148,-74.04848,2551.8,
T,4.707095,-74.04848,2551.7,
T,4.707043,-74.04849,2551.6,
T,4.706993,-74.04849,2551.5,
T,4.706942,-74.04849,2551.5,
T,4.70689,-74.0485,2551.4,
T,4.706842,-74.0485,2551.3,
T,4.706792,-74.0485,2551.2,
T,4.706745,-74.04851,2551.1,
T,4.706693,-74.04852,2551,
T,4.70664,-74.04852,2551,
T,4.706588,-74.04852,2551.1,
T,4.706537,-74.04853,2551.2,
T,4.706487,-74.04854,2551.2,
T,4.706437,-74.04854,2551.3,
T,4.70639,-74.04854,2551.3,
T,4.706342,-74.04854,2551.4,
T,4.706288,-74.04855,2551.5,
T,4.706237,-74.04855,2551.5,
T,4.706185,-74.04856,2551.6,
T,4.706132,-74.04856,2551.6,
T,4.706083,-74.04857,2551.7,
T,4.706037,-74.04857,2551.8,
T,4.705987,-74.04858,2551.8,
T,4.705937,-74.04858,2551.9,
T,4.705888,-74.04859,2551.9,
T,4.705842,-74.04859,2552,
T,4.705797,-74.04859,2552,
T,4.70575,-74.0486,2552,
T,4.70571,-74.04862,2552,
T,4.705688,-74.04865,2552,
T,4.705658,-74.04868,2552.1,
T,4.705613,-74.0487,2552.1,
T,4.705567,-74.04871,2552.1,
T,4.705515,-74.04873,2552.2,
T,4.705465,-74.04875,2552.2,
T,4.705417,-74.04877,2552.3,
T,4.705372,-74.04879,2552.4,
T,4.705325,-74.0488,2552.4,
T,4.705278,-74.04881,2552.5,
T,4.70524,-74.04881,2552.5,
T,4.70519,-74.04882,2552.6,
T,4.705142,-74.04883,2552.7,
T,4.70509,-74.04884,2552.7,
T,4.705035,-74.04884,2552.8,
T,4.70498,-74.04885,2552.8,
T,4.704927,-74.04886,2552.8,
T,4.704873,-74.04888,2552.7,
T,4.704818,-74.04888,2552.6,
T,4.704765,-74.04889,2552.5,
T,4.704708,-74.04891,2552.5,
T,4.704652,-74.04893,2552.4,
T,4.704592,-74.04894,2552.3,
T,4.704532,-74.04895,2552.2,
T,4.704473,-74.04896,2552.1,
T,4.704422,-74.04897,2552.1,
T,4.704365,-74.04897,2551.9,
T,4.704307,-74.04898,2551.9,
T,4.704248,-74.04899,2551.8,
T,4.704195,-74.04901,2551.7,
T,4.70414,-74.04901,2551.7,
T,4.704083,-74.04902,2551.7,
T,4.704025,-74.04902,2551.8,
T,4.703965,-74.04903,2551.9,
T,4.703907,-74.04904,2551.9,
T,4.703847,-74.04905,2552,
T,4.70379,-74.04906,2552,
T,4.703733,-74.04907,2552.1,
T,4.703678,-74.04908,2552.1,
T,4.70362,-74.04908,2552.1,
T,4.703565,-74.04908,2552.2,
T,4.70351,-74.04909,2552.2,
T,4.703453,-74.04909,2552.2,
T,4.703398,-74.04911,2552.2,
T,4.703343,-74.04912,2552.2,
T,4.703288,-74.04913,2552.1,
T,4.703232,-74.04914,2552,
T,4.703175,-74.04914,2551.9,
T,4.703123,-74.04916,2551.8,
T,4.703065,-74.04917,2551.7,
T,4.703005,-74.04918,2551.6,
T,4.702943,-74.04919,2551.5,
T,4.702883,-74.0492,2551.5,
T,4.702825,-74.04921,2551.4,
T,4.702767,-74.04921,2551.3,
T,4.70271,-74.04922,2551.3,
T,4.70265,-74.04923,2551.2,
T,4.70259,-74.04925,2551.1,
T,4.702535,-74.04925,2551,
T,4.70248,-74.04926,2551,
T,4.702425,-74.04927,2551.1,
T,4.702375,-74.04928,2551.2,
T,4.702327,-74.04929,2551.2,
T,4.702278,-74.0493,2551.3,
T,4.702233,-74.04931,2551.3,
T,4.702188,-74.04931,2551.4,
T,4.702148,-74.04931,2551.4,
T,4.702112,-74.04932,2551.5,
T,4.702082,-74.04933,2551.5,
T,4.702055,-74.04934,2551.5,
T,4.702033,-74.04934,2551.6,
T,4.702013,-74.04934,2551.6,
T,4.701993,-74.04934,2551.6,
T,4.701983,-74.04934,2551.6,
T,4.701977,-74.04935,2551.6,
T,4.701972,-74.04935,2551.6,
T,4.701968,-74.04935,2551.6,
T,4.701968,-74.04934,2551.6,
T,4.70197,-74.04934,2551.6,
T,4.701968,-74.04934,2551.6,
T,4.701943,-74.04936,2551.7,
T,4.70192,-74.04936,2551.7,
T,4.701885,-74.04937,2551.7,
T,4.70184,-74.04938,2551.8,
T,4.70179,-74.04939,2551.9,
T,4.70174,-74.0494,2551.9,
T,4.701683,-74.0494,2552,
T,4.701628,-74.04941,2552,
T,4.701575,-74.04942,2552.1,
T,4.701523,-74.04943,2552.1,
T,4.701468,-74.04943,2552.2,
T,4.701412,-74.04944,2552.2,
T,4.701358,-74.04944,2552.2,
T,4.701302,-74.04945,2552.3,
T,4.701245,-74.04946,2552.4,
T,4.701188,-74.04946,2552.4,
T,4.701132,-74.04946,2552.5,
T,4.70108,-74.04948,2552.5,
T,4.70102,-74.04948,2552.6,
T,4.700963,-74.04948,2552.6,
T,4.700905,-74.04948,2552.7,
T,4.700847,-74.04949,2552.8,
T,4.700787,-74.0495,2552.8,
T,4.700727,-74.0495,2552.7,
T,4.700663,-74.04951,2552.7,
T,4.700597,-74.04952,2552.7,
T,4.70056,-74.04957,2552.7,
T,4.700503,-74.0496,2552.6,
T,4.700442,-74.04961,2552.5,
T,4.700378,-74.04962,2552.4,
T,4.70031,-74.04964,2552.3,
T,4.700248,-74.04966,2552.2,
T,4.700192,-74.04967,2552.1,
T,4.70013,-74.04968,2552,
T,4.700067,-74.0497,2551.8,
T,4.700007,-74.04971,2551.7,
T,4.699947,-74.04971,2551.7,
T,4.69989,-74.04972,2551.6,
T,4.699835,-74.04973,2551.5,
T,4.699778,-74.04974,2551.4,
T,4.69972,-74.04975,2551.4,
T,4.699662,-74.04976,2551.3,
T,4.699592,-74.04976,2551.2,
T,4.699532,-74.04977,2551.1,
T,4.699478,-74.04978,2551.1,
T,4.69943,-74.04978,2551,
T,4.699382,-74.04979,2550.9,
T,4.69934,-74.0498,2550.9,
T,4.699298,-74.0498,2550.8,
T,4.699258,-74.04981,2550.8,
T,4.699218,-74.04982,2550.7,
T,4.699175,-74.04983,2550.6,
T,4.699132,-74.04984,2550.6,
T,4.699088,-74.04985,2550.6,
T,4.699048,-74.04986,2550.6,
T,4.699008,-74.04986,2550.7,
T,4.698975,-74.04987,2550.7,
T,4.698947,-74.04987,2550.7,
T,4.698923,-74.04987,2550.8,
T,4.698907,-74.04987,2550.8,
T,4.698895,-74.04987,2550.8,
T,4.698892,-74.04987,2550.8,
T,4.69889,-74.04987,2550.8,
T,4.698832,-74.04986,2550.9,
T,4.698817,-74.04987,2550.9,
T,4.69879,-74.04988,2550.9,
T,4.69875,-74.04989,2550.9,
T,4.698702,-74.0499,2550.9,
T,4.698648,-74.04991,2550.9,
T,4.69859,-74.04992,2551,
T,4.698537,-74.04993,2551,
T,4.698478,-74.04994,2551,
T,4.69842,-74.04995,2551.1,
T,4.698363,-74.04996,2551.1,
T,4.698303,-74.04997,2551.2,
T,4.698242,-74.04998,2551.3,
T,4.698178,-74.05,2551.4,
T,4.698118,-74.05001,2551.5,
T,4.698057,-74.05001,2551.7,
T,4.697993,-74.05002,2551.8,
T,4.697928,-74.05004,2551.9,
T,4.697863,-74.05004,2552.1,
T,4.6978,-74.05006,2552.2,
T,4.697735,-74.05007,2552.4,
T,4.697668,-74.05007,2552.5,
T,4.697603,-74.05008,2552.7,
T,4.697543,-74.05008,2552.8,
T,4.69748,-74.05009,2552.8,
T,4.69742,-74.0501,2552.6,
T,4.697358,-74.05013,2552.4,
T,4.6973,-74.05013,2552.2,
T,4.697238,-74.05014,2552,
T,4.697177,-74.05015,2551.8,
T,4.697118,-74.05016,2551.6,
T,4.697052,-74.05017,2551.4,
T,4.696983,-74.05017,2551.2,
T,4.696917,-74.05018,2551,
T,4.696847,-74.05021,2550.8,
T,4.696783,-74.05023,2550.6,
T,4.69672,-74.05026,2550.5,
T,4.696655,-74.05027,2550.3,
T,4.696587,-74.05028,2550.5,
T,4.69652,-74.05029,2550.6,
T,4.696447,-74.05031,2550.7,
T,4.696375,-74.05032,2550.8,
T,4.696305,-74.05033,2550.9,
T,4.696237,-74.05035,2551,
T,4.696167,-74.05037,2551.1,
T,4.696098,-74.05038,2551.2,
T,4.696028,-74.05039,2551.3,
T,4.695958,-74.0504,2551.4,
T,4.69589,-74.05041,2551.4,
T,4.69583,-74.05042,2551.5,
T,4.695768,-74.05043,2551.8,
T,4.695703,-74.05044,2552,
T,4.695638,-74.05044,2552.3,
T,4.695573,-74.05044,2552.6,
T,4.695507,-74.05046,2552.8,
T,4.695447,-74.05047,2553.1,
T,4.695395,-74.05049,2553.3,
T,4.695342,-74.05051,2553.5,
T,4.695283,-74.0505,2553.8,
T,4.695228,-74.05051,2554,
T,4.69518,-74.05052,2554.2,
T,4.695128,-74.05053,2554.4,
T,4.695077,-74.05054,2554.7,
T,4.69503,-74.05054,2554.9,
T,4.694985,-74.05055,2555,
T,4.694907,-74.05057,2554.8,
T,4.694845,-74.05057,2554.7,
T,4.694788,-74.05058,2554.6,
T,4.69471,-74.05059,2554.5,
T,4.69465,-74.0506,2554.4,
T,4.694593,-74.05062,2554.3,
T,4.694533,-74.05063,2554.2,
T,4.694477,-74.05064,2554,
T,4.694417,-74.05065,2553.9,
T,4.694353,-74.05065,2553.8,
T,4.694293,-74.05067,2553.6,
T,4.694233,-74.05068,2553.5,
T,4.69418,-74.05069,2553.4,
T,4.69412,-74.0507,2553.4,
T,4.694058,-74.0507,2553.4,
T,4.693997,-74.05071,2553.5,
T,4.69394,-74.05071,2553.5,
T,4.693877,-74.05072,2553.6,
T,4.693815,-74.05073,2553.6,
T,4.693752,-74.05075,2553.6,
T,4.69369,-74.05076,2553.7,
T,4.69363,-74.05076,2553.8,
T,4.69357,-74.05076,2553.8,
T,4.693515,-74.05078,2553.9,
T,4.693462,-74.05079,2553.9,
T,4.693408,-74.05079,2554,
T,4.693363,-74.0508,2554,
T,4.693312,-74.05082,2554,
T,4.69326,-74.05083,2554,
T,4.693208,-74.05084,2554,
T,4.693162,-74.05085,2554,
T,4.693112,-74.05087,2553.9,
T,4.693065,-74.05088,2553.9,
T,4.693023,-74.05089,2553.9,
T,4.69298,-74.0509,2553.9,
T,4.692957,-74.0509,2553.9,
T,4.692942,-74.0509,2553.9,
T,4.692935,-74.0509,2553.9,
T,4.692933,-74.0509,2553.9,
T,4.692933,-74.05089,2553.9,
T,4.692767,-74.05089,2553.9,
T,4.692718,-74.05089,2553.9,
T,4.692677,-74.0509,2553.9,
T,4.69264,-74.0509,2553.9,
T,4.692595,-74.05091,2553.8,
T,4.692545,-74.05092,2553.8,
T,4.692493,-74.05092,2553.8,
T,4.692435,-74.05095,2553.6,
T,4.692363,-74.05097,2553.4,
T,4.692308,-74.05097,2553.3,
T,4.692247,-74.05097,2553.2,
T,4.69219,-74.05098,2553.1,
T,4.692135,-74.051,2553,
T,4.69208,-74.05101,2552.9,
T,4.692025,-74.05102,2552.8,
T,4.691967,-74.05103,2552.7,
T,4.69191,-74.05104,2552.6,
T,4.69185,-74.05106,2552.5,
T,4.691787,-74.05107,2552.4,
T,4.691723,-74.05108,2552.4,
T,4.691658,-74.05109,2552.3,
T,4.691595,-74.0511,2552.3,
T,4.691527,-74.05111,2552.2,
T,4.691458,-74.05112,2552.2,
T,4.691397,-74.05113,2552.1,
T,4.69133,-74.05114,2552.1,
T,4.691263,-74.05115,2552.1,
T,4.691195,-74.05115,2552,
T,4.69113,-74.05116,2552,
T,4.691062,-74.05117,2552,
T,4.690995,-74.05118,2551.9,
T,4.690932,-74.05118,2551.9,
T,4.69087,-74.05119,2551.9,
T,4.690805,-74.0512,2552,
T,4.69074,-74.05121,2552.2,
T,4.690677,-74.05122,2552.4,
T,4.690617,-74.05123,2552.6,
T,4.690555,-74.05124,2552.8,
T,4.690493,-74.05125,2553,
T,4.69043,-74.05126,2553.2,
T,4.69037,-74.05127,2553.4,
T,4.690317,-74.05127,2553.6,
T,4.69026,-74.05129,2553.7,
T,4.690207,-74.0513,2553.9,
T,4.690145,-74.05132,2554,
T,4.690085,-74.05133,2554.2,
T,4.690022,-74.05135,2554.3,
T,4.689955,-74.05136,2554.4,
T,4.689888,-74.05139,2554.4,
T,4.68982,-74.0514,2554.5,
T,4.689758,-74.05142,2554.5,
T,4.689697,-74.05142,2554.6,
T,4.689627,-74.05143,2554.6,
T,4.689557,-74.05144,2554.7,
T,4.689492,-74.05145,2554.7,
T,4.689427,-74.05146,2554.8,
T,4.689362,-74.05148,2554.8,
T,4.689297,-74.05149,2554.9,
T,4.689233,-74.0515,2554.9,
T,4.689167,-74.05151,2555,
T,4.689103,-74.05153,2555.1,
T,4.689038,-74.05155,2555.2,
T,4.688973,-74.05157,2555.2,
T,4.688913,-74.05158,2555.3,
T,4.688858,-74.0516,2555.4,
T,4.688792,-74.0516,2555.4,
T,4.68872,-74.05162,2555.5,
T,4.688653,-74.05162,2555.6,
T,4.688585,-74.05163,2555.7,
T,4.688518,-74.05164,2555.8,
T,4.688458,-74.05165,2555.8,
T,4.688408,-74.05165,2555.9,
T,4.688352,-74.05167,2556,
T,4.688275,-74.05167,2555.9,
T,4.688203,-74.05167,2555.9,
T,4.688133,-74.05168,2555.8,
T,4.68807,-74.05168,2555.7,
T,4.688005,-74.05169,2555.7,
T,4.687933,-74.05171,2555.6,
T,4.687868,-74.05172,2555.6,
T,4.687803,-74.05173,2555.5,
T,4.68774,-74.05174,2555.5,
T,4.687675,-74.05175,2555.4,
T,4.687607,-74.05177,2555.4,
T,4.687533,-74.05178,2555.3,
T,4.687465,-74.05179,2555.4,
T,4.687397,-74.05181,2555.5,
T,4.687332,-74.05182,2555.6,
T,4.687268,-74.05183,2555.7,
T,4.687205,-74.05184,2555.8,
T,4.687147,-74.05184,2555.9,
T,4.687085,-74.05186,2556,
T,4.687023,-74.05187,2556.1,
T,4.686965,-74.05187,2556.1,
T,4.686913,-74.05187,2556.2,
T,4.686862,-74.05187,2556.3,
T,4.686813,-74.05187,2556.3,
T,4.68676,-74.05187,2556.4,
T,4.686705,-74.05189,2556.4,
T,4.686648,-74.0519,2556.5,
T,4.686598,-74.05191,2556.7,
T,4.686552,-74.05193,2556.8,
T,4.686515,-74.05193,2556.9,
T,4.686468,-74.05194,2557.1,
T,4.68643,-74.05196,2557.1,
T,4.68639,-74.05197,2557.3,
T,4.686347,-74.05198,2557.4,
T,4.686328,-74.05198,2557.5,
T,4.686318,-74.05198,2557.5,
T,4.686308,-74.05197,2557.6,
T,4.686305,-74.05197,2557.6,
T,4.686303,-74.05196,2557.6,
T,4.686305,-74.05196,2557.6,
T,4.686305,-74.05195,2557.6,
T,4.686158,-74.05194,2558.2,
T,4.686117,-74.05195,2558.3,
T,4.686072,-74.05196,2558.4,
T,4.686025,-74.05197,2558.6,
T,4.685977,-74.05197,2558.8,
T,4.685925,-74.05198,2558.9,
T,4.685872,-74.05199,2559.1,
T,4.685822,-74.052,2559.2,
T,4.685768,-74.05201,2559,
T,4.685718,-74.05203,2558.9,
T,4.685672,-74.05204,2558.8,
T,4.685623,-74.05204,2558.7,
T,4.68557,-74.05205,2558.5,
T,4.685517,-74.05206,2558.4,
T,4.685458,-74.05207,2558.3,
T,4.685395,-74.05208,2558.2,
T,4.685335,-74.05209,2558.1,
T,4.685278,-74.0521,2558,
T,4.68522,-74.05211,2557.9,
T,4.685163,-74.05213,2557.9,
T,4.685103,-74.05215,2557.9,
T,4.685045,-74.05217,2557.9,
T,4.68499,-74.05218,2557.9,
T,4.684932,-74.0522,2558,
T,4.684873,-74.05221,2558,
T,4.684808,-74.05223,2558.1,
T,4.684747,-74.05224,2558.1,
T,4.684682,-74.05225,2558.1,
T,4.684618,-74.05227,2558.1,
T,4.684557,-74.05229,2558.1,
T,4.684497,-74.0523,2558.1,
T,4.684438,-74.05231,2558,
T,4.684383,-74.05232,2558,
T,4.684337,-74.05232,2558,
T,4.68428,-74.05232,2557.9,
T,4.68422,-74.05233,2557.9,
T,4.68416,-74.05235,2557.7,
T,4.684102,-74.05236,2557.7,
T,4.68404,-74.05238,2557.6,
T,4.68397,-74.05239,2557.5,
T,4.683905,-74.05241,2557.4,
T,4.683843,-74.05243,2557.3,
T,4.683783,-74.05244,2557.3,
T,4.683723,-74.05246,2557.2,
T,4.683663,-74.05248,2557.1,
T,4.683605,-74.05249,2557,
T,4.683545,-74.05251,2557,
T,4.683487,-74.05252,2556.9,
T,4.683432,-74.05253,2556.9,
T,4.683373,-74.05254,2556.8,
T,4.683315,-74.05254,2556.9,
T,4.683255,-74.05255,2556.9,
T,4.683197,-74.05256,2557,
T,4.683138,-74.05257,2557.1,
T,4.68308,-74.05258,2557.2,
T,4.683025,-74.05259,2557.3,
T,4.682968,-74.0526,2557.4,
T,4.682915,-74.05261,2557.5,
T,4.682862,-74.05262,2557.6,
T,4.682817,-74.05263,2557.6,
T,4.682768,-74.05264,2557.7,
T,4.682725,-74.05265,2557.7,
T,4.682688,-74.05264,2557.9,
T,4.682645,-74.05264,2558,
T,4.682612,-74.05265,2558,
T,4.682602,-74.05267,2557.9,
T,4.6826,-74.0527,2557.8,
T,4.682613,-74.05273,2557.6,
T,4.682617,-74.05275,2557.5,
T,4.682597,-74.05277,2557.5,
T,4.682557,-74.05278,2557.5,
T,4.682513,-74.05281,2557.5,
T,4.682478,-74.05285,2557.4,
T,4.682447,-74.05289,2557.3,
T,4.682418,-74.05293,2557.2,
T,4.68239,-74.05299,2557,
T,4.682362,-74.05303,2557,
T,4.682333,-74.05308,2556.9,
T,4.682313,-74.05313,2556.8,
T,4.682287,-74.05319,2556.7,
T,4.682258,-74.05324,2556.7,
T,4.68223,-74.0533,2556.7,
T,4.682203,-74.05335,2556.7,
T,4.682183,-74.05341,2556.7,
T,4.682165,-74.05346,2556.6,
T,4.682143,-74.05352,2556.5,
T,4.682112,-74.05356,2556.5,
T,4.68208,-74.05361,2556.5,
T,4.682053,-74.05366,2556.4,
T,4.682027,-74.05371,2556.4,
T,4.681998,-74.05376,2556.3,
T,4.681968,-74.05382,2556.1,
T,4.681935,-74.05387,2556,
T,4.681902,-74.05393,2555.8,
T,4.681872,-74.05398,2555.7,
T,4.68184,-74.05404,2555.4,
T,4.68181,-74.05409,2555.2,
T,4.681778,-74.05415,2555,
T,4.681748,-74.0542,2554.8,
T,4.681717,-74.05426,2554.5,
T,4.681685,-74.05431,2554.3,
T,4.68165,-74.05436,2554.2,
T,4.681622,-74.05441,2554.1,
T,4.681595,-74.05447,2553.9,
T,4.681578,-74.05453,2553.6,
T,4.681577,-74.05459,2553.3,
T,4.681585,-74.05464,2553.1,
T,4.681597,-74.0547,2552.7,
T,4.681603,-74.05476,2552.4,
T,4.681597,-74.05482,2552.1,
T,4.681587,-74.05488,2551.8,
T,4.681577,-74.05494,2551.5,
T,4.681558,-74.05498,2551.4,
T,4.681542,-74.05503,2551.4,
T,4.681515,-74.05507,2551.6,
T,4.681478,-74.05511,2551.9,
T,4.681437,-74.05515,2552.2,
T,4.681393,-74.05518,2552.4,
T,4.681348,-74.05521,2552.7,
T,4.681302,-74.05523,2552.9,
T,4.681258,-74.05525,2553.2,
T,4.681228,-74.05529,2553.5,
T,4.681193,-74.05532,2553.7,
T,4.681168,-74.05535,2554,
T,4.681167,-74.05539,2554.2,
T,4.681188,-74.05543,2554.3,
T,4.681223,-74.05547,2554.4,
T,4.681248,-74.0555,2554.4,
T,4.68125,-74.05554,2554.6,
T,4.681225,-74.05557,2554.8,
T,4.681197,-74.0556,2555.1,
T,4.681172,-74.05562,2555.3,
T,4.68115,-74.05564,2555.5,
T,4.681128,-74.05565,2555.6,
T,4.681115,-74.05565,2555.7,
T,4.681103,-74.05566,2555.8,
T,4.6811,-74.05567,2555.9,
T,4.681093,-74.05567,2555.9,
T,4.68108,-74.05568,2556,
T,4.681063,-74.05568,2556.1,
T,4.681047,-74.05569,2556.2,
T,4.681025,-74.0557,2556.4,
T,4.68101,-74.0557,2556.4,
T,4.680998,-74.05571,2556.5,
T,4.680992,-74.0557,2556.5,
T,4.680988,-74.0557,2556.5,
T,4.680992,-74.0557,2556.5,
T,4.680998,-74.05569,2556.4,
T,4.681007,-74.0557,2556.4,
T,4.681017,-74.05569,2556.3,
T,4.681027,-74.05569,2556.3,
T,4.681035,-74.0557,2556.3,
T,4.68104,-74.05571,2556.3,
T,4.681042,-74.05572,2556.4,
T,4.681045,-74.05571,2556.3,
T,4.681042,-74.05571,2556.3,
T,4.681037,-74.0557,2556.3,
T,4.681047,-74.05571,2556.3,
T,4.68104,-74.0557,2556.3,
T,4.681033,-74.05568,2556.2,
T,4.681032,-74.05565,2556.1,
T,4.681027,-74.05562,2555.9,
T,4.68102,-74.05558,2555.7,
T,4.681017,-74.05555,2555.6,
T,4.681005,-74.05554,2555.6,
T,4.680997,-74.05552,2555.5,
T,4.680988,-74.05551,2555.5,
T,4.680982,-74.05549,2555.4,
T,4.680978,-74.05549,2555.4,
T,4.680975,-74.05548,2555.3,
T,4.68097,-74.05547,2555.3,
T,4.680962,-74.05546,2555.3,
T,4.680952,-74.05545,2555.3,
T,4.680942,-74.05543,2555.2,
T,4.680935,-74.05542,2555.2,
T,4.680927,-74.0554,2555.1,
T,4.68092,-74.05539,2555,
T,4.680913,-74.05537,2554.9,
T,4.680905,-74.05536,2554.9,
T,4.680897,-74.05535,2554.9,
T,4.680888,-74.05534,2554.9,
T,4.68088,-74.05532,2554.8,
T,4.680872,-74.05531,2554.7,
T,4.680865,-74.0553,2554.7,
T,4.680855,-74.05528,2554.6,
T,4.680848,-74.05527,2554.6,
T,4.68084,-74.05524,2554.4,
T,4.680835,-74.05523,2554.4,
T,4.680828,-74.05521,2554.3,
T,4.68082,-74.0552,2554.2,
T,4.680813,-74.05518,2554.1,
T,4.680807,-74.05516,2554,
T,4.680792,-74.05514,2553.9,
T,4.680777,-74.05513,2553.9,
T,4.680763,-74.05511,2553.8,
T,4.680753,-74.05509,2553.7,
T,4.680745,-74.05507,2553.7,
T,4.680737,-74.05506,2553.6,
T,4.680728,-74.05504,2553.6,
T,4.680722,-74.05502,2553.5,
T,4.680717,-74.05501,2553.5,
T,4.680712,-74.05499,2553.5,
T,4.680708,-74.05498,2553.6,
T,4.68071,-74.05496,2553.7,
T,4.680713,-74.05494,2553.9,
T,4.680717,-74.05493,2553.9,
T,4.68072,-74.05492,2554,
T,4.680722,-74.05491,2554.1,
T,4.680723,-74.0549,2554.2,
T,4.680727,-74.05488,2554.3,
T,4.68073,-74.05487,2554.4,
T,4.680735,-74.05485,2554.5,
T,4.68074,-74.05484,2554.6,
T,4.680745,-74.05482,2554.7,
T,4.680748,-74.0548,2554.9,
T,4.68075,-74.0548,2554.9,
T,4.680748,-74.05478,2555,
T,4.68075,-74.05477,2555.1,
T,4.680755,-74.05477,2555.1,
T,4.680758,-74.05476,2555.2,
T,4.680762,-74.05474,2555.3,
T,4.680767,-74.05472,2555.5,
T,4.680768,-74.0547,2555.6,
T,4.680773,-74.05469,2555.7,
T,4.680778,-74.05467,2555.8,
T,4.680783,-74.05465,2556,
T,4.68079,-74.05464,2556.1,
T,4.680802,-74.05464,2556.1,
T,4.680807,-74.05464,2556.1,
T,4.680805,-74.05465,2556,
T,4.6808,-74.05465,2556,
T,4.680795,-74.05466,2555.9,
T,4.680787,-74.05469,2555.7,
T,4.680773,-74.05469,2555.7,
T,4.680765,-74.05473,2555.4,
T,4.680762,-74.05478,2555,
T,4.680755,-74.05482,2554.7,
T,4.680747,-74.05488,2554.2,
T,4.680733,-74.05493,2553.9,
T,4.680713,-74.05497,2553.7,
T,4.680687,-74.05502,2553.6,
T,4.680663,-74.05505,2553.8,
T,4.680642,-74.0551,2554.1,
T,4.680615,-74.05515,2554.3,
T,4.680588,-74.05519,2554.5,
T,4.680558,-74.05524,2554.7,
T,4.680532,-74.0553,2554.8,
T,4.680502,-74.05535,2555,
T,4.680473,-74.0554,2555,
T,4.680443,-74.05546,2555.1,
T,4.680413,-74.05551,2555.1,
T,4.680382,-74.05557,2555.1,
T,4.680345,-74.05563,2555,
T,4.680313,-74.05569,2554.9,
T,4.680282,-74.05575,2554.7,
T,4.680252,-74.0558,2554.5,
T,4.68022,-74.05586,2554.3,
T,4.680182,-74.05592,2554.1,
T,4.680143,-74.05598,2553.8,
T,4.680105,-74.05604,2553.6,
T,4.680072,-74.05609,2553.4,
T,4.680037,-74.05615,2553.2,
T,4.68,-74.0562,2553,
T,4.679967,-74.05625,2553,
T,4.679932,-74.0563,2553,
T,4.679895,-74.05635,2553,
T,4.679863,-74.0564,2552.9,
T,4.67983,-74.05645,2552.9,
T,4.679793,-74.0565,2552.9,
