type,latitude,longitude,altitude (m),name
T,4.660223000,-74.056930000,2574.1,
T,4.660242000,-74.056930000,2574.1,
T,4.660247000,-74.056910000,2574.2,
T,4.660277000,-74.056890000,2574.2,
T,4.660282000,-74.056820000,2574.4,
T,4.660318000,-74.056790000,2574.5,
T,4.660342000,-74.056740000,2574.7,
T,4.660378000,-74.056720000,2574.8,
T,4.660413000,-74.056700000,2574.9,
T,4.660427000,-74.056660000,2575.0,
T,4.660442000,-74.056640000,2575.0,
T,4.660462000,-74.056610000,2574.9,
T,4.660500000,-74.056580000,2574.9,
T,4.660533000,-74.056540000,2574.8,
T,4.660572000,-74.056520000,2574.8,
T,4.660598000,-74.056500000,2574.7,
T,4.660628000,-74.056470000,2574.7,
T,4.660662000,-74.056420000,2574.6,
T,4.660683000,-74.056370000,2574.6,
T,4.660690000,-74.056310000,2574.5,
T,4.660733000,-74.056280000,2574.5,
T,4.660778000,-74.056280000,2574.5,
T,4.660822000,-74.056250000,2574.5,
T,4.660857000,-74.056230000,2574.4,
T,4.660888000,-74.056200000,2574.3,
T,4.660925000,-74.056180000,2574.2,
T,4.660957000,-74.056170000,2574.1,
T,4.661020000,-74.056170000,2573.9,
T,4.661048000,-74.056150000,2573.8,
T,4.661087000,-74.056130000,2573.7,
T,4.661112000,-74.056100000,2573.7,
T,4.661137000,-74.056070000,2573.6,
T,4.661168000,-74.056040000,2573.5,
T,4.661197000,-74.056010000,2573.5,
T,4.661218000,-74.055950000,2573.5,
T,4.661233000,-74.055920000,2573.5,
T,4.661260000,-74.055890000,2573.5,
T,4.661287000,-74.055850000,2573.4,
T,4.661330000,-74.055820000,2573.5,
T,4.661382000,-74.055780000,2573.7,
T,4.661452000,-74.055750000,2573.8,
T,4.661522000,-74.055730000,2573.8,
T,4.661565000,-74.055710000,2573.9,
T,4.661603000,-74.055680000,2574.0,
T,4.661638000,-74.055660000,2574.1,
T,4.661687000,-74.055660000,2574.0,
T,4.661712000,-74.055630000,2574.1,
T,4.661748000,-74.055610000,2574.2,
T,4.661797000,-74.055580000,2574.2,
T,4.661835000,-74.055550000,2574.2,
T,4.661875000,-74.055540000,2574.1,
T,4.661918000,-74.055510000,2574.1,
T,4.661925000,-74.055520000,2574.1,
T,4.661943000,-74.055490000,2574.1,
T,4.661968000,-74.055470000,2574.1,
T,4.661988000,-74.055440000,2574.1,
T,4.662020000,-74.055420000,2574.0,
T,4.662042000,-74.055400000,2574.0,
T,4.662072000,-74.055390000,2573.8,
T,4.662097000,-74.055380000,2573.8,
T,4.662123000,-74.055370000,2573.6,
T,4.662148000,-74.055330000,2573.6,
T,4.662153000,-74.055300000,2573.6,
T,4.662162000,-74.055270000,2573.6,
T,4.662173000,-74.055230000,2573.5,
T,4.662198000,-74.055220000,2573.4,
T,4.662227000,-74.055180000,2573.2,
T,4.662238000,-74.055160000,2573.2,
T,4.662260000,-74.055130000,2573.0,
T,4.662290000,-74.055120000,2572.8,
T,4.662320000,-74.055080000,2572.6,
T,4.662360000,-74.055070000,2572.2,
T,4.662407000,-74.055030000,2571.8,
T,4.662482000,-74.055020000,2571.2,
T,4.662583000,-74.055030000,2570.5,
T,4.662618000,-74.055000000,2570.2,
T,4.662662000,-74.054980000,2569.9,
T,4.662703000,-74.054960000,2569.6,
T,4.662735000,-74.054940000,2569.4,
T,4.662762000,-74.054910000,2569.3,
T,4.662797000,-74.054890000,2569.1,
T,4.662840000,-74.054860000,2568.9,
T,4.662868000,-74.054830000,2568.8,
T,4.662893000,-74.054810000,2568.7,
T,4.662922000,-74.054780000,2568.6,
T,4.662965000,-74.054760000,2568.5,
T,4.663000000,-74.054740000,2568.3,
T,4.663013000,-74.054670000,2568.5,
T,4.663038000,-74.054630000,2568.6,
T,4.663078000,-74.054610000,2568.5,
T,4.663107000,-74.054580000,2568.5,
T,4.663138000,-74.054550000,2568.5,
T,4.663172000,-74.054530000,2568.4,
T,4.663205000,-74.054500000,2568.5,
T,4.663243000,-74.054490000,2568.4,
T,4.663287000,-74.054470000,2568.3,
T,4.663327000,-74.054450000,2568.3,
T,4.663362000,-74.054420000,2568.5,
T,4.663402000,-74.054400000,2568.5,
T,4.663432000,-74.054370000,2568.7,
T,4.663473000,-74.054340000,2568.8,
T,4.663512000,-74.054310000,2569.0,
T,4.663552000,-74.054290000,2569.0,
T,4.663593000,-74.054280000,2569.1,
T,4.663637000,-74.054250000,2569.2,
T,4.663680000,-74.054240000,2569.2,
T,4.663722000,-74.054220000,2569.2,
T,4.663772000,-74.054190000,2569.3,
T,4.663798000,-74.054160000,2569.4,
T,4.663825000,-74.054120000,2569.4,
T,4.663868000,-74.054100000,2569.3,
T,4.663930000,-74.054080000,2569.2,
T,4.663973000,-74.054040000,2569.1,
T,4.664018000,-74.054010000,2569.0,
T,4.664058000,-74.053980000,2568.8,
T,4.664093000,-74.053950000,2568.7,
T,4.664128000,-74.053920000,2568.5,
T,4.664168000,-74.053900000,2568.4,
T,4.664197000,-74.053880000,2568.2,
T,4.664228000,-74.053860000,2568.0,
T,4.664257000,-74.053820000,2567.8,
T,4.664268000,-74.053780000,2567.6,
T,4.664280000,-74.053710000,2567.4,
T,4.664290000,-74.053680000,2567.4,
T,4.664302000,-74.053640000,2567.2,
T,4.664310000,-74.053600000,2567.1,
T,4.664323000,-74.053570000,2567.0,
T,4.664355000,-74.053550000,2566.9,
T,4.664375000,-74.053540000,2566.8,
T,4.664378000,-74.053530000,2566.8,
T,4.664383000,-74.053530000,2566.8,
T,4.664383000,-74.053530000,2566.8,
T,4.664577000,-74.053400000,2566.1,
T,4.664612000,-74.053380000,2566.0,
T,4.664680000,-74.053350000,2565.8,
T,4.664715000,-74.053330000,2565.7,
T,4.664740000,-74.053300000,2565.9,
T,4.664770000,-74.053280000,2565.9,
T,4.664797000,-74.053260000,2566.0,
T,4.664827000,-74.053240000,2566.1,
T,4.664870000,-74.053220000,2566.1,
T,4.664902000,-74.053190000,2566.2,
T,4.664937000,-74.053170000,2566.3,
T,4.664977000,-74.053150000,2566.4,
T,4.665020000,-74.053130000,2566.5,
T,4.665047000,-74.053110000,2566.7,
T,4.665080000,-74.053090000,2567.0,
T,4.665120000,-74.053070000,2567.2,
T,4.665142000,-74.053040000,2567.4,
T,4.665175000,-74.053020000,2567.6,
T,4.665205000,-74.053000000,2567.8,
T,4.665223000,-74.052990000,2567.9,
T,4.665235000,-74.052990000,2567.9,
T,4.665243000,-74.052980000,2568.0,
T,4.665235000,-74.052970000,2568.0,
T,4.665252000,-74.052990000,2567.9,
T,4.665248000,-74.052990000,2567.9,
T,4.665300000,-74.052940000,2568.3,
T,4.665323000,-74.052940000,2568.3,
T,4.665332000,-74.052930000,2568.3,
T,4.665343000,-74.052910000,2568.4,
T,4.665367000,-74.052890000,2568.5,
T,4.665395000,-74.052880000,2568.6,
T,4.665423000,-74.052860000,2568.7,
T,4.665450000,-74.052840000,2568.8,
T,4.665473000,-74.052820000,2568.9,
T,4.665493000,-74.052800000,2568.9,
T,4.665518000,-74.052780000,2569.0,
T,4.665533000,-74.052760000,2569.0,
T,4.665555000,-74.052730000,2569.1,
T,4.665573000,-74.052710000,2569.2,
T,4.665595000,-74.052690000,2569.2,
T,4.665623000,-74.052670000,2569.2,
T,4.665668000,-74.052660000,2569.2,
T,4.665708000,-74.052640000,2569.1,
T,4.665737000,-74.052630000,2569.1,
T,4.665770000,-74.052610000,2569.1,
T,4.665802000,-74.052590000,2569.1,
T,4.665830000,-74.052560000,2569.0,
T,4.665858000,-74.052560000,2568.9,
T,4.665887000,-74.052560000,2568.8,
T,4.665912000,-74.052540000,2568.7,
T,4.665940000,-74.052520000,2568.6,
T,4.665965000,-74.052500000,2568.5,
T,4.665995000,-74.052480000,2568.4,
T,4.666025000,-74.052460000,2568.4,
T,4.666057000,-74.052450000,2568.3,
T,4.666145000,-74.052460000,2567.9,
T,4.666197000,-74.052450000,2567.8,
T,4.666245000,-74.052450000,2567.6,
T,4.666300000,-74.052460000,2567.4,
T,4.666332000,-74.052440000,2567.3,
T,4.666365000,-74.052430000,2567.2,
T,4.666402000,-74.052410000,2567.1,
T,4.666438000,-74.052420000,2567.0,
T,4.666488000,-74.052410000,2566.8,
T,4.666525000,-74.052400000,2566.7,
T,4.666560000,-74.052390000,2566.6,
T,4.666595000,-74.052370000,2566.6,
T,4.666627000,-74.052350000,2566.5,
T,4.666667000,-74.052330000,2566.4,
T,4.666693000,-74.052310000,2566.3,
T,4.666712000,-74.052300000,2566.3,
T,4.666732000,-74.052280000,2566.3,
T,4.666752000,-74.052260000,2566.2,
T,4.666762000,-74.052230000,2566.2,
T,4.666770000,-74.052200000,2566.3,
T,4.666783000,-74.052170000,2566.3,
T,4.666800000,-74.052150000,2566.2,
T,4.666817000,-74.052120000,2566.2,
T,4.666822000,-74.052080000,2566.3,
T,4.666838000,-74.052070000,2566.2,
T,4.666848000,-74.052050000,2566.2,
T,4.666867000,-74.052030000,2566.1,
T,4.666882000,-74.052020000,2566.1,
T,4.666898000,-74.052000000,2566.0,
T,4.666897000,-74.051940000,2566.1,
T,4.666923000,-74.051910000,2566.1,
T,4.666950000,-74.051840000,2566.0,
T,4.666947000,-74.051780000,2566.1,
T,4.666972000,-74.051730000,2566.1,
T,4.667025000,-74.051710000,2565.8,
T,4.667058000,-74.051690000,2565.6,
T,4.667093000,-74.051650000,2565.6,
T,4.667118000,-74.051630000,2565.5,
T,4.667152000,-74.051590000,2565.6,
T,4.667185000,-74.051570000,2565.5,
T,4.667220000,-74.051530000,2565.6,
T,4.667268000,-74.051510000,2565.5,
T,4.667320000,-74.051490000,2565.3,
T,4.667372000,-74.051460000,2565.2,
T,4.667422000,-74.051430000,2565.1,
T,4.667468000,-74.051380000,2565.2,
T,4.667508000,-74.051350000,2565.3,
T,4.667555000,-74.051310000,2565.6,
T,4.667628000,-74.051250000,2566.0,
T,4.667668000,-74.051190000,2566.4,
T,4.667717000,-74.051130000,2566.8,
T,4.667753000,-74.051110000,2566.9,
T,4.667797000,-74.051060000,2567.2,
T,4.667837000,-74.051030000,2567.4,
T,4.667870000,-74.051010000,2567.5,
T,4.667902000,-74.050990000,2567.6,
T,4.667933000,-74.050970000,2567.7,
T,4.667965000,-74.050940000,2567.8,
T,4.667998000,-74.050920000,2567.9,
T,4.668020000,-74.050890000,2568.1,
T,4.668050000,-74.050880000,2568.1,
T,4.668073000,-74.050870000,2568.1,
T,4.668097000,-74.050850000,2568.2,
T,4.668110000,-74.050850000,2568.2,
T,4.668118000,-74.050860000,2568.1,
T,4.668123000,-74.050850000,2568.2,
T,4.668138000,-74.050860000,2568.1,
T,4.668148000,-74.050860000,2568.1,
T,4.668152000,-74.050850000,2568.1,
T,4.668225000,-74.050850000,2568.0,
T,4.668252000,-74.050860000,2568.0,
T,4.668282000,-74.050850000,2568.0,
T,4.668313000,-74.050840000,2568.0,
T,4.668367000,-74.050850000,2568.0,
T,4.668402000,-74.050830000,2568.1,
T,4.668445000,-74.050820000,2568.2,
T,4.668480000,-74.050810000,2568.4,
T,4.668513000,-74.050800000,2568.5,
T,4.668572000,-74.050780000,2568.7,
T,4.668667000,-74.050750000,2568.9,
T,4.668717000,-74.050750000,2569.0,
T,4.668755000,-74.050730000,2569.1,
T,4.668787000,-74.050720000,2569.2,
T,4.668825000,-74.050720000,2569.2,
T,4.668863000,-74.050700000,2569.3,
T,4.668948000,-74.050680000,2569.5,
T,4.669017000,-74.050660000,2569.6,
T,4.669062000,-74.050650000,2569.6,
T,4.669097000,-74.050640000,2569.7,
T,4.669123000,-74.050620000,2569.8,
T,4.669160000,-74.050600000,2569.8,
T,4.669195000,-74.050590000,2569.8,
T,4.669230000,-74.050570000,2569.8,
T,4.669265000,-74.050540000,2569.8,
T,4.669355000,-74.050560000,2569.5,
T,4.669418000,-74.050550000,2569.4,
T,4.669467000,-74.050540000,2569.3,
T,4.669495000,-74.050500000,2569.3,
T,4.669532000,-74.050470000,2569.3,
T,4.669620000,-74.050470000,2569.1,
T,4.669653000,-74.050450000,2569.0,
T,4.669748000,-74.050430000,2568.7,
T,4.669785000,-74.050410000,2568.7,
T,4.669845000,-74.050360000,2568.5,
T,4.669880000,-74.050340000,2568.4,
T,4.669912000,-74.050320000,2568.3,
T,4.669942000,-74.050300000,2568.2,
T,4.669978000,-74.050280000,2568.1,
T,4.670013000,-74.050270000,2568.0,
T,4.670050000,-74.050250000,2568.2,
T,4.670088000,-74.050230000,2568.3,
T,4.670127000,-74.050210000,2568.5,
T,4.670162000,-74.050190000,2568.6,
T,4.670195000,-74.050180000,2568.8,
T,4.670228000,-74.050150000,2568.9,
T,4.670267000,-74.050110000,2569.2,
T,4.670297000,-74.050080000,2569.3,
T,4.670318000,-74.050060000,2569.4,
T,4.670350000,-74.050030000,2569.6,
T,4.670378000,-74.049980000,2569.8,
T,4.670407000,-74.049950000,2569.8,
T,4.670442000,-74.049920000,2569.9,
T,4.670468000,-74.049890000,2569.9,
T,4.670520000,-74.049830000,2569.9,
T,4.670560000,-74.049760000,2569.8,
T,4.670592000,-74.049750000,2569.9,
T,4.670625000,-74.049730000,2569.9,
T,4.670678000,-74.049690000,2570.0,
T,4.670723000,-74.049670000,2570.0,
T,4.670767000,-74.049650000,2570.1,
T,4.670805000,-74.049630000,2570.1,
T,4.670865000,-74.049600000,2569.8,
T,4.670892000,-74.049590000,2569.5,
T,4.670930000,-74.049580000,2569.2,
T,4.670972000,-74.049560000,2568.8,
T,4.671015000,-74.049540000,2568.3,
T,4.671065000,-74.049530000,2567.9,
T,4.671115000,-74.049490000,2567.4,
T,4.671165000,-74.049450000,2567.0,
T,4.671207000,-74.049430000,2566.6,
T,4.671247000,-74.049410000,2566.3,
T,4.671318000,-74.049360000,2565.8,
T,4.671358000,-74.049330000,2565.5,
T,4.671383000,-74.049310000,2565.4,
T,4.671420000,-74.049280000,2565.2,
T,4.671457000,-74.049270000,2564.9,
T,4.671493000,-74.049230000,2564.8,
T,4.671533000,-74.049200000,2564.6,
T,4.671575000,-74.049170000,2564.4,
T,4.671617000,-74.049130000,2564.1,
T,4.671647000,-74.049110000,2563.8,
T,4.671695000,-74.049060000,2563.6,
T,4.671717000,-74.049040000,2563.5,
T,4.671737000,-74.049030000,2563.5,
T,4.671758000,-74.049020000,2563.5,
T,4.671773000,-74.049010000,2563.5,
T,4.671785000,-74.049000000,2563.5,
T,4.671798000,-74.048990000,2563.5,
T,4.671800000,-74.048990000,2563.5,
T,4.671800000,-74.048990000,2563.5,
T,4.671927000,-74.048960000,2563.7,
T,4.671948000,-74.048950000,2563.7,
T,4.671967000,-74.048950000,2563.8,
T,4.671987000,-74.048940000,2563.8,
T,4.672002000,-74.048950000,2563.9,
T,4.672018000,-74.048950000,2563.9,
T,4.672080000,-74.048970000,2564.2,
T,4.672103000,-74.048980000,2564.3,
T,4.672132000,-74.048990000,2564.4,
T,4.672157000,-74.048990000,2564.5,
T,4.672178000,-74.048990000,2564.5,
T,4.672200000,-74.048980000,2564.5,
T,4.672240000,-74.048960000,2564.6,
T,4.672280000,-74.048940000,2564.6,
T,4.672315000,-74.048930000,2564.6,
T,4.672352000,-74.048910000,2564.7,
T,4.672388000,-74.048890000,2564.7,
T,4.672425000,-74.048870000,2564.7,
T,4.672458000,-74.048850000,2564.7,
T,4.672510000,-74.048820000,2564.8,
T,4.672562000,-74.048790000,2564.7,
T,4.672598000,-74.048770000,2564.7,
T,4.672672000,-74.048710000,2564.6,
T,4.672722000,-74.048690000,2564.6,
T,4.672765000,-74.048640000,2564.4,
T,4.672803000,-74.048620000,2564.4,
T,4.672838000,-74.048580000,2564.3,
T,4.672892000,-74.048540000,2564.2,
T,4.672913000,-74.048520000,2564.2,
T,4.672935000,-74.048500000,2564.1,
T,4.672998000,-74.048420000,2563.9,
T,4.673042000,-74.048400000,2563.9,
T,4.673080000,-74.048390000,2563.9,
T,4.673127000,-74.048370000,2563.9,
T,4.673175000,-74.048340000,2563.8,
T,4.673220000,-74.048310000,2564.0,
T,4.673243000,-74.048300000,2564.1,
T,4.673290000,-74.048270000,2564.4,
T,4.673333000,-74.048250000,2564.6,
T,4.673408000,-74.048280000,2564.5,
T,4.673450000,-74.048270000,2564.6,
T,4.673498000,-74.048250000,2564.8,
T,4.673535000,-74.048230000,2564.9,
T,4.673563000,-74.048230000,2565.0,
T,4.673593000,-74.048220000,2565.0,
T,4.673630000,-74.048200000,2565.2,
T,4.673673000,-74.048180000,2565.4,
T,4.673703000,-74.048170000,2565.4,
T,4.673762000,-74.048130000,2565.7,
T,4.673842000,-74.048070000,2566.1,
T,4.673892000,-74.048040000,2566.3,
T,4.673957000,-74.048020000,2566.4,
T,4.674020000,-74.047970000,2566.7,
T,4.674063000,-74.047960000,2566.8,
T,4.674102000,-74.047950000,2566.8,
T,4.674138000,-74.047930000,2566.9,
T,4.674178000,-74.047920000,2567.0,
T,4.674215000,-74.047910000,2567.1,
T,4.674252000,-74.047880000,2567.2,
T,4.674293000,-74.047860000,2567.4,
T,4.674328000,-74.047840000,2567.6,
T,4.674363000,-74.047820000,2567.7,
T,4.674392000,-74.047790000,2567.9,
T,4.674420000,-74.047790000,2568.0,
T,4.674447000,-74.047780000,2568.1,
T,4.674475000,-74.047770000,2568.2,
T,4.674502000,-74.047770000,2568.3,
T,4.674533000,-74.047750000,2568.5,
T,4.674587000,-74.047730000,2568.7,
T,4.674640000,-74.047710000,2569.0,
T,4.674672000,-74.047680000,2569.3,
T,4.674723000,-74.047650000,2569.7,
T,4.674758000,-74.047640000,2569.9,
T,4.674813000,-74.047570000,2570.7,
T,4.674890000,-74.047520000,2571.4,
T,4.674942000,-74.047480000,2571.7,
T,4.674970000,-74.047470000,2571.7,
T,4.674998000,-74.047460000,2571.8,
T,4.675020000,-74.047460000,2571.6,
T,4.675055000,-74.047440000,2571.2,
T,4.675070000,-74.047430000,2571.0,
T,4.675080000,-74.047410000,2570.8,
T,4.675093000,-74.047400000,2570.7,
T,4.675110000,-74.047390000,2570.5,
T,4.675128000,-74.047380000,2570.3,
T,4.675147000,-74.047370000,2570.2,
T,4.675180000,-74.047330000,2569.7,
T,4.675183000,-74.047320000,2569.7,
T,4.675185000,-74.047320000,2569.7,
T,4.675298000,-74.047250000,2568.6,
T,4.675345000,-74.047230000,2568.3,
T,4.675418000,-74.047200000,2567.8,
T,4.675468000,-74.047160000,2567.4,
T,4.675527000,-74.047120000,2567.0,
T,4.675593000,-74.047080000,2566.7,
T,4.675655000,-74.047050000,2566.3,
T,4.675700000,-74.047030000,2566.1,
T,4.675740000,-74.047010000,2566.0,
T,4.675782000,-74.046990000,2565.8,
T,4.675818000,-74.046970000,2565.7,
T,4.675855000,-74.046950000,2565.7,
T,4.675883000,-74.046960000,2565.7,
T,4.675900000,-74.046930000,2565.8,
T,4.675948000,-74.046920000,2565.9,
T,4.675995000,-74.046880000,2566.1,
T,4.676058000,-74.046830000,2566.4,
T,4.676112000,-74.046780000,2566.7,
T,4.676172000,-74.046760000,2566.9,
T,4.676212000,-74.046690000,2567.3,
T,4.676242000,-74.046660000,2567.5,
T,4.676267000,-74.046650000,2567.6,
T,4.676303000,-74.046630000,2567.8,
T,4.676333000,-74.046610000,2568.0,
T,4.676357000,-74.046600000,2568.1,
T,4.676397000,-74.046580000,2568.2,
T,4.676437000,-74.046560000,2568.4,
T,4.676475000,-74.046540000,2568.5,
T,4.676508000,-74.046530000,2568.6,
T,4.676548000,-74.046520000,2568.7,
T,4.676587000,-74.046520000,2568.8,
T,4.676620000,-74.046510000,2568.9,
T,4.676663000,-74.046490000,2569.0,
T,4.676717000,-74.046460000,2568.8,
T,4.676760000,-74.046430000,2568.7,
T,4.676803000,-74.046410000,2568.6,
T,4.676870000,-74.046400000,2568.3,
T,4.676915000,-74.046380000,2568.2,
T,4.676962000,-74.046350000,2568.1,
T,4.677013000,-74.046330000,2567.9,
T,4.677068000,-74.046310000,2567.8,
T,4.677135000,-74.046320000,2567.5,
T,4.677182000,-74.046310000,2567.4,
T,4.677217000,-74.046290000,2567.3,
T,4.677253000,-74.046290000,2567.2,
T,4.677288000,-74.046280000,2567.1,
T,4.677295000,-74.046260000,2567.1,
T,4.677323000,-74.046250000,2567.0,
T,4.677395000,-74.046200000,2566.9,
T,4.677520000,-74.046130000,2566.6,
T,4.677602000,-74.046070000,2566.4,
T,4.677638000,-74.046050000,2566.3,
T,4.677697000,-74.046020000,2566.2,
T,4.677723000,-74.046010000,2566.1,
T,4.677763000,-74.045990000,2566.0,
T,4.677827000,-74.045970000,2565.8,
T,4.677873000,-74.045970000,2565.6,
T,4.677908000,-74.045930000,2565.5,
T,4.677938000,-74.045930000,2565.4,
T,4.677977000,-74.045920000,2565.3,
T,4.678012000,-74.045910000,2565.2,
T,4.678055000,-74.045890000,2565.0,
T,4.678090000,-74.045890000,2564.9,
T,4.678110000,-74.045880000,2564.8,
T,4.678133000,-74.045870000,2564.7,
T,4.678148000,-74.045870000,2564.7,
T,4.678155000,-74.045870000,2564.7,
T,4.678173000,-74.045860000,2564.6,
T,4.678267000,-74.045820000,2564.3,
T,4.678292000,-74.045770000,2564.2,
T,4.678325000,-74.045730000,2564.2,
T,4.678363000,-74.045700000,2564.2,
T,4.678420000,-74.045670000,2564.2,
T,4.678477000,-74.045630000,2564.2,
T,4.678540000,-74.045610000,2564.2,
T,4.678590000,-74.045600000,2564.2,
T,4.678637000,-74.045570000,2564.2,
T,4.678687000,-74.045550000,2564.2,
T,4.678728000,-74.045500000,2564.2,
T,4.678775000,-74.045460000,2564.2,
T,4.678822000,-74.045400000,2564.2,
T,4.678867000,-74.045350000,2564.2,
T,4.678900000,-74.045320000,2564.2,
T,4.678950000,-74.045290000,2564.2,
T,4.678992000,-74.045260000,2564.1,
T,4.679035000,-74.045240000,2564.1,
T,4.679073000,-74.045220000,2564.1,
T,4.679117000,-74.045200000,2564.0,
T,4.679157000,-74.045190000,2564.0,
T,4.679195000,-74.045160000,2563.9,
T,4.679230000,-74.045150000,2563.9,
T,4.679263000,-74.045140000,2563.8,
T,4.679302000,-74.045110000,2563.8,
T,4.679345000,-74.045090000,2563.7,
T,4.679377000,-74.045070000,2563.7,
T,4.679407000,-74.045060000,2563.6,
T,4.679442000,-74.045040000,2563.6,
T,4.679487000,-74.045020000,2563.6,
T,4.679527000,-74.045010000,2563.6,
T,4.679562000,-74.045000000,2563.5,
T,4.679598000,-74.044990000,2563.5,
T,4.679643000,-74.044960000,2563.5,
T,4.679687000,-74.044940000,2563.5,
T,4.679737000,-74.044910000,2563.5,
T,4.679808000,-74.044890000,2563.4,
T,4.679853000,-74.044860000,2563.5,
T,4.679892000,-74.044830000,2563.5,
T,4.679922000,-74.044800000,2563.5,
T,4.679962000,-74.044780000,2563.6,
T,4.680005000,-74.044770000,2563.5,
T,4.680048000,-74.044750000,2563.5,
T,4.680097000,-74.044740000,2563.5,
T,4.680140000,-74.044720000,2563.4,
T,4.680175000,-74.044690000,2563.4,
T,4.680227000,-74.044670000,2563.4,
T,4.680287000,-74.044640000,2563.3,
T,4.680327000,-74.044620000,2563.2,
T,4.680365000,-74.044600000,2563.1,
T,4.680398000,-74.044580000,2563.0,
T,4.680445000,-74.044550000,2562.9,
T,4.680497000,-74.044530000,2562.8,
T,4.680542000,-74.044500000,2562.6,
T,4.680598000,-74.044480000,2562.5,
T,4.680685000,-74.044440000,2562.1,
T,4.680750000,-74.044390000,2561.8,
T,4.680807000,-74.044350000,2561.5,
T,4.680862000,-74.044310000,2561.3,
T,4.680912000,-74.044280000,2561.1,
T,4.680955000,-74.044260000,2561.0,
T,4.681000000,-74.044240000,2560.9,
T,4.681045000,-74.044200000,2560.8,
T,4.681082000,-74.044180000,2560.7,
T,4.681125000,-74.044160000,2560.7,
T,4.681167000,-74.044150000,2560.6,
T,4.681207000,-74.044130000,2560.6,
T,4.681242000,-74.044110000,2560.6,
T,4.681277000,-74.044080000,2560.7,
T,4.681325000,-74.044060000,2560.7,
T,4.681375000,-74.044050000,2560.6,
T,4.681425000,-74.044020000,2560.6,
T,4.681467000,-74.044000000,2560.6,
T,4.681503000,-74.043980000,2560.6,
T,4.681540000,-74.043970000,2560.6,
T,4.681582000,-74.043960000,2560.6,
T,4.681675000,-74.043930000,2560.6,
T,4.681715000,-74.043890000,2560.6,
T,4.681755000,-74.043860000,2560.7,
T,4.681790000,-74.043840000,2560.7,
T,4.681820000,-74.043840000,2560.6,
T,4.681872000,-74.043810000,2560.6,
