V_Bat,I_Bat,Pedal_time(ms),Wheel_time(ms),GPS_date,GPS_time,GPS_lat,GPS_lng,Vbat(V),Ibat(A),BattPower(W),Energy(J),Speed(km/h),norm.Speed,distance from encoder(m),cadencia(RPM),Altitud (msnm),Potencia del ciclista (W),Energía del ciclista (J)
0,0,743,345,28/4/2017,22:07:01.00,4.718527,-74.04897,0.0,0.0,0.0,0.0,17.776777479058687,0.7472354465662159,7540.681681609361,80.75370121130553,2584.147199999999,88.57698570330604,53500.39725479652
0,0,659,311,28/4/2017,22:07:02.00,4.718543,-74.04901,0.0,0.0,0.0,0.0,17.76655744967251,0.7468058541819216,7545.616836456492,91.04704097116844,2584.2063999999996,91.9008643906604,53592.29811918718
0,0,607,293,28/4/2017,22:07:03.00,4.718565,-74.04907,0.0,0.0,0.0,0.0,17.74040356314281,0.7457064923260686,7550.5447263351425,98.84678747940693,2584.2679999999996,93.78740854188493,53686.08552772907
0,0,590,279,28/4/2017,22:07:04.00,4.718570,-74.04912,0.0,0.0,0.0,0.0,17.680855596979804,0.743203431738156,7555.456075112082,101.69491525423729,2584.3359999999993,98.88002088960341,53784.965548618675
0,0,560,263,28/4/2017,22:07:05.00,4.718582,-74.04918,0.0,0.0,0.0,0.0,17.591953480358338,0.7394664882514875,7560.342728856625,107.14285714285714,2584.4015999999992,96.38333842000442,53881.34888703868
0,0,533,263,28/4/2017,22:07:06.00,4.718595,-74.04923,0.0,0.0,0.0,0.0,17.502339895462544,0.735699638651953,7565.204489938698,112.5703564727955,2584.4663999999984,95.22488134490774,53976.57376838358
0,0,533,277,28/4/2017,22:07:07.00,4.718612,-74.04929,0.0,0.0,0.0,0.0,17.417740529713747,0.7321435585401898,7570.042751196952,112.5703564727955,2584.5343999999986,97.47443215015042,54074.04820053373
0,0,533,280,28/4/2017,22:07:08.00,4.718635,-74.04936,0.0,0.0,0.0,0.0,17.348343760690486,0.7292265098370467,7574.861735574921,112.5703564727955,2584.591199999999,87.63307828168821,54161.68127881542
0,0,533,284,28/4/2017,22:07:09.00,4.718655,-74.04943,0.0,0.0,0.0,0.0,17.286540053283368,0.7266286306118492,7579.663552256388,112.5703564727955,2584.643199999999,83.24747445090766,54244.92875326633
0,0,0,304,28/4/2017,22:07:10.00,4.718682,-74.04950,0.0,0.0,0.0,0.0,17.228412976719827,0.7241852962074719,7584.449222527699,0,2584.6927999999994,80.91324622338178,54325.84199948971
0,0,0,371,28/4/2017,22:07:11.00,4.718705,-74.04955,0.0,0.0,0.0,0.0,17.185634405596836,0.722387126391024,7589.223009862587,0,2584.7431999999994,81.36120532513728,54407.20320481485
0,0,0,428,28/4/2017,22:07:12.00,4.718722,-74.04960,0.0,0.0,0.0,0.0,17.181082060015786,0.7221957714625401,7593.995532657035,0,2584.7711999999988,62.40012102906893,54469.60332584391
0,0,0,415,28/4/2017,22:07:13.00,4.718740,-74.04964,0.0,0.0,0.0,0.0,17.197440893249976,0.7228834045316637,7598.7725995718265,0,2584.7999999999993,63.16217219700342,54532.76549804091
0,0,1085,551,28/4/2017,22:07:14.00,4.718747,-74.04968,0.0,0.0,0.0,0.0,17.19523108207099,0.7227905165352255,7603.54905265018,55.29953917050691,2584.824799999999,59.76916385520662,54592.53466189612
0,0,985,472,28/4/2017,22:07:15.00,4.718750,-74.04971,0.0,0.0,0.0,0.0,17.21363188695479,0.7235639825737537,7608.330617063223,60.91370558375635,2584.8471999999992,57.837777238248854,54650.37243913437
