type,latitude,longitude,altitude (m),name
T,4.684302,-74.04684,2560.7,
T,4.684313,-74.04689,2560.5,
T,4.68433,-74.04694,2560.3,
T,4.684345,-74.04697,2560.2,
T,4.68435,-74.04698,2560.2,
T,4.684358,-74.047,2560.1,
T,4.684368,-74.04702,2560,
T,4.684383,-74.04705,2559.9,
T,4.68439,-74.04715,2559.4,
T,4.684418,-74.04723,2559,
T,4.684435,-74.04727,2558.8,
T,4.68448,-74.0473,2558.5,
T,4.684568,-74.04741,2557.6,
T,4.684615,-74.04745,2557.2,
T,4.68466,-74.04748,2556.8,
T,4.684693,-74.04751,2556.5,
T,4.68476,-74.04756,2556.1,
T,4.684783,-74.04759,2556,
T,4.684805,-74.04762,2555.9,
T,4.684843,-74.04761,2555.8,
T,4.684888,-74.04762,2555.6,
T,4.684933,-74.04766,2555.5,
T,4.684983,-74.04769,2555.3,
T,4.685037,-74.04774,2555.5,
T,4.685107,-74.04775,2555.9,
T,4.685177,-74.04776,2556.3,
T,4.685253,-74.04779,2556.8,
T,4.685327,-74.0478,2557.2,
T,4.685372,-74.04785,2557.7,
T,4.685408,-74.04789,2558.1,
T,4.68544,-74.04795,2558.6,
T,4.685465,-74.048,2558.9,
T,4.685487,-74.04805,2559.3,
T,4.685528,-74.0481,2559.9,
T,4.685557,-74.04812,2560.2,
T,4.685578,-74.04815,2560.6,
T,4.685592,-74.04817,2560.8,
T,4.685588,-74.04819,2560.9,
T,4.68557,-74.04821,2560.8,
T,4.685555,-74.04824,2560.8,
T,4.68554,-74.04827,2560.9,
T,4.685527,-74.04832,2561,
T,4.68552,-74.04836,2560.9,
T,4.68553,-74.04838,2561,
T,4.685538,-74.04841,2561,
T,4.685533,-74.04845,2560.9,
T,4.68553,-74.04849,2560.8,
T,4.685523,-74.04855,2560.6,
T,4.685523,-74.04861,2560.5,
T,4.685527,-74.04866,2560.4,
T,4.685532,-74.04871,2560.3,
T,4.685542,-74.04876,2560.3,
T,4.68556,-74.04881,2560.2,
T,4.685573,-74.04886,2560.1,
T,4.68559,-74.04892,2560,
T,4.685602,-74.04899,2559.8,
T,4.685618,-74.04905,2559.6,
T,4.685637,-74.04911,2559.4,
T,4.685653,-74.04916,2559.2,
T,4.685668,-74.04922,2559,
T,4.68568,-74.04927,2558.8,
T,4.68569,-74.04932,2558.6,
T,4.685693,-74.04937,2558.4,
T,4.685663,-74.04944,2558.2,
T,4.685663,-74.0495,2557.9,
T,4.685675,-74.04955,2557.7,
T,4.68568,-74.04959,2557.6,
T,4.685683,-74.0496,2557.5,
T,4.68569,-74.04962,2557.4,
T,4.6857,-74.04965,2557.3,
T,4.685708,-74.04968,2557.2,
T,4.685712,-74.0497,2557.1,
T,4.685712,-74.04971,2557.1,
T,4.685708,-74.04974,2557,
T,4.685698,-74.04976,2556.9,
T,4.685688,-74.0498,2556.8,
T,4.685692,-74.04985,2556.6,
T,4.6857,-74.0499,2556.4,
T,4.685712,-74.04994,2556.2,
T,4.68572,-74.04999,2556,
T,4.685725,-74.05003,2556.1,
T,4.685732,-74.05008,2556.2,
T,4.685743,-74.05013,2556.3,
T,4.68575,-74.05018,2556.4,
T,4.685762,-74.05023,2556.5,
T,4.685763,-74.05026,2556.6,
T,4.685763,-74.0503,2556.7,
T,4.685768,-74.05031,2556.7,
T,4.685767,-74.05032,2556.7,
T,4.685767,-74.05033,2556.8,
T,4.68577,-74.05035,2556.8,
T,4.685772,-74.05038,2556.9,
T,4.685775,-74.05042,2557,
T,4.685798,-74.05046,2557.1,
T,4.685813,-74.0505,2557.2,
T,4.68582,-74.05055,2557.3,
T,4.685827,-74.05061,2557.5,
T,4.685837,-74.05066,2557.6,
T,4.685847,-74.05071,2557.7,
T,4.685853,-74.05076,2557.8,
T,4.685877,-74.05082,2557.8,
T,4.685887,-74.05087,2557.9,
T,4.6859,-74.05093,2558,
T,4.685915,-74.05099,2558.1,
T,4.685932,-74.05104,2558.1,
T,4.685937,-74.05109,2558.2,
T,4.685952,-74.05114,2558.3,
T,4.685977,-74.0512,2558.4,
T,4.685982,-74.05126,2558.5,
T,4.685983,-74.05131,2558.6,
T,4.685987,-74.05137,2558.7,
T,4.68599,-74.05142,2558.8,
T,4.685995,-74.05147,2558.9,
T,4.685998,-74.05152,2559.1,
T,4.686035,-74.05158,2559.1,
T,4.686045,-74.05163,2559.2,
T,4.686043,-74.05168,2559.2,
T,4.686067,-74.05171,2559.1,
T,4.686093,-74.05175,2558.9,
T,4.68612,-74.05179,2558.7,
T,4.686125,-74.05182,2558.6,
T,4.686127,-74.05183,2558.6,
T,4.686128,-74.05184,2558.5,
T,4.686127,-74.05184,2558.5,
T,4.686123,-74.05185,2558.5,
T,4.686122,-74.05185,2558.5,
T,4.686152,-74.05193,2558.2,
T,4.686168,-74.05195,2558.1,
T,4.686193,-74.05195,2558,
T,4.686225,-74.05194,2557.9,
T,4.686265,-74.05194,2557.8,
T,4.686305,-74.05193,2557.7,
T,4.686345,-74.05193,2557.5,
T,4.686383,-74.05193,2557.4,
T,4.686425,-74.05192,2557.3,
T,4.686463,-74.05192,2557.1,
T,4.686498,-74.05192,2557,
T,4.686538,-74.05192,2556.9,
T,4.68659,-74.05192,2556.7,
T,4.686637,-74.05191,2556.5,
T,4.686685,-74.05191,2556.4,
T,4.686733,-74.05191,2556.3,
T,4.686775,-74.05191,2556.3,
T,4.68682,-74.05191,2556.3,
T,4.68687,-74.05191,2556.2,
T,4.68692,-74.0519,2556.2,
T,4.68697,-74.0519,2556.1,
T,4.687015,-74.0519,2556.1,
T,4.687055,-74.05189,2556,
T,4.68711,-74.05189,2556,
T,4.687157,-74.05188,2555.9,
T,4.687217,-74.05188,2555.8,
T,4.687268,-74.05188,2555.8,
T,4.687327,-74.05187,2555.7,
T,4.687387,-74.05186,2555.6,
T,4.687438,-74.05185,2555.5,
T,4.687492,-74.05183,2555.4,
T,4.68754,-74.05181,2555.4,
T,4.687592,-74.0518,2555.4,
T,4.687643,-74.05179,2555.5,
T,4.687688,-74.05178,2555.5,
T,4.687735,-74.05176,2555.5,
T,4.687783,-74.05175,2555.5,
T,4.687833,-74.05174,2555.6,
T,4.687887,-74.05173,2555.6,
T,4.687942,-74.05172,2555.7,
T,4.687998,-74.05172,2555.7,
T,4.688055,-74.05171,2555.8,
T,4.688112,-74.0517,2555.8,
T,4.688167,-74.0517,2555.9,
T,4.688227,-74.05169,2555.9,
T,4.688285,-74.05169,2556,
T,4.68836,-74.05174,2556.1,
T,4.688413,-74.05174,2556.1,
T,4.688473,-74.05173,2556,
T,4.688528,-74.05172,2555.9,
T,4.688585,-74.05171,2555.8,
T,4.688642,-74.0517,2555.7,
T,4.688697,-74.05169,2555.6,
T,4.688757,-74.05168,2555.5,
T,4.688812,-74.05166,2555.4,
T,4.688872,-74.05165,2555.4,
T,4.688928,-74.05164,2555.3,
T,4.688975,-74.05162,2555.2,
T,4.689032,-74.05161,2555.2,
T,4.689088,-74.0516,2555.1,
T,4.689147,-74.0516,2555,
T,4.689207,-74.05159,2555,
T,4.689268,-74.05158,2554.9,
T,4.689328,-74.05157,2554.8,
T,4.689423,-74.05157,2554.7,
T,4.689495,-74.05155,2554.7,
T,4.689547,-74.05155,2554.6,
T,4.6896,-74.05153,2554.6,
T,4.689653,-74.05153,2554.5,
T,4.689707,-74.05153,2554.5,
T,4.689757,-74.05153,2554.4,
T,4.689798,-74.05153,2554.4,
T,4.68985,-74.05152,2554.3,
T,4.689907,-74.05151,2554.3,
T,4.689952,-74.05151,2554.2,
T,4.689995,-74.0515,2554.2,
T,4.690035,-74.0515,2554.1,
T,4.690068,-74.05149,2554.1,
T,4.690097,-74.05148,2554,
T,4.690123,-74.05149,2554,
T,4.690135,-74.05148,2554,
T,4.690142,-74.05148,2553.9,
T,4.690163,-74.05148,2553.9,
T,4.69017,-74.05149,2553.9,
T,4.690327,-74.05138,2553.5,
T,4.690342,-74.05135,2553.5,
T,4.690375,-74.05134,2553.4,
T,4.690415,-74.05134,2553.3,
T,4.69046,-74.05133,2553.2,
T,4.690512,-74.05132,2553,
T,4.690563,-74.0513,2552.9,
T,4.690617,-74.05129,2552.7,
T,4.690672,-74.05129,2552.6,
T,4.690728,-74.05128,2552.4,
T,4.690788,-74.05128,2552.2,
T,4.690848,-74.05127,2552.1,
T,4.690912,-74.05126,2552.1,
T,4.690972,-74.05126,2552.1,
T,4.691032,-74.05125,2552.1,
T,4.691095,-74.05125,2552.2,
T,4.691155,-74.05124,2552.2,
T,4.691215,-74.05124,2552.2,
T,4.691273,-74.05124,2552.2,
T,4.691338,-74.05123,2552.3,
T,4.69141,-74.05123,2552.3,
T,4.69147,-74.05122,2552.3,
T,4.691532,-74.05121,2552.4,
T,4.691588,-74.0512,2552.4,
T,4.691652,-74.05119,2552.4,
T,4.691708,-74.05118,2552.5,
T,4.691778,-74.05115,2552.5,
T,4.691847,-74.05112,2552.6,
T,4.691905,-74.05111,2552.6,
T,4.691963,-74.05109,2552.7,
T,4.692028,-74.05107,2552.8,
T,4.692088,-74.05106,2552.9,
T,4.692143,-74.05104,2553,
T,4.692198,-74.05103,2553.1,
T,4.692257,-74.05103,2553.2,
T,4.692318,-74.05102,2553.3,
T,4.69238,-74.05101,2553.4,
T,4.692462,-74.05103,2553.5,
T,4.692527,-74.05102,2553.6,
T,4.692588,-74.05101,2553.6,
T,4.692653,-74.051,2553.6,
T,4.692732,-74.051,2553.7,
T,4.692802,-74.051,2553.7,
T,4.692865,-74.05097,2553.7,
T,4.692922,-74.05096,2553.8,
T,4.69298,-74.05095,2553.8,
T,4.693038,-74.05095,2553.8,
T,4.693098,-74.05095,2553.8,
T,4.69316,-74.05094,2553.8,
T,4.693222,-74.05093,2553.9,
T,4.693283,-74.05092,2553.9,
T,4.693343,-74.05091,2553.9,
T,4.69341,-74.0509,2553.8,
T,4.693493,-74.05088,2553.7,
T,4.693553,-74.05088,2553.7,
T,4.693615,-74.05087,2553.6,
T,4.693678,-74.05086,2553.5,
T,4.69374,-74.05085,2553.5,
T,4.693807,-74.05085,2553.4,
T,4.693875,-74.05085,2553.3,
T,4.693928,-74.05084,2553.3,
T,4.693982,-74.05081,2553.3,
T,4.694058,-74.05075,2553.3,
T,4.694113,-74.05073,2553.3,
T,4.694172,-74.05071,2553.3,
T,4.694228,-74.0507,2553.4,
T,4.694287,-74.05069,2553.6,
T,4.694345,-74.05068,2553.7,
T,4.694412,-74.05068,2553.8,
T,4.694475,-74.05066,2554,
T,4.694537,-74.05065,2554.1,
T,4.694595,-74.05064,2554.3,
T,4.694647,-74.05063,2554.4,
T,4.69474,-74.05064,2554.5,
T,4.694815,-74.05065,2554.7,
T,4.69486,-74.05066,2554.7,
T,4.694893,-74.05066,2554.8,
T,4.694915,-74.05067,2554.8,
T,4.694933,-74.05067,2554.9,
T,4.694945,-74.05066,2554.9,
T,4.694948,-74.05066,2554.9,
T,4.69495,-74.05067,2554.9,
T,4.694952,-74.05067,2554.9,
T,4.694953,-74.05066,2554.9,
T,4.694953,-74.05066,2554.9,
T,4.695153,-74.05063,2554.3,
T,4.695208,-74.05062,2554.1,
T,4.695258,-74.0506,2553.8,
T,4.695315,-74.05059,2553.6,
T,4.695375,-74.05058,2553.3,
T,4.695432,-74.05055,2553.1,
T,4.695487,-74.05054,2552.9,
T,4.69555,-74.05053,2552.6,
T,4.695617,-74.05052,2552.3,
T,4.695683,-74.05051,2552,
T,4.695742,-74.0505,2551.8,
T,4.695803,-74.05048,2551.6,
T,4.695868,-74.05047,2551.4,
T,4.695938,-74.05045,2551.3,
T,4.696008,-74.05044,2551.3,
T,4.696083,-74.05042,2551.2,
T,4.696158,-74.0504,2551.1,
T,4.696232,-74.05039,2551,
T,4.696302,-74.05037,2550.9,
T,4.696373,-74.05037,2550.8,
T,4.696437,-74.05035,2550.7,
T,4.696527,-74.05034,2550.6,
T,4.696582,-74.05033,2550.5,
T,4.69663,-74.05033,2550.4,
T,4.696698,-74.05031,2550.5,
T,4.696757,-74.05029,2550.6,
T,4.696825,-74.05026,2550.8,
T,4.696888,-74.05024,2550.9,
T,4.696948,-74.05023,2551.1,
T,4.697013,-74.05021,2551.3,
T,4.697078,-74.0502,2551.5,
T,4.697128,-74.05019,2551.6,
T,4.697187,-74.05018,2551.8,
T,4.697248,-74.05017,2552,
T,4.697312,-74.05016,2552.2,
T,4.697385,-74.05016,2552.4,
T,4.697468,-74.05015,2552.7,
T,4.697575,-74.05015,2552.7,
T,4.697648,-74.05014,2552.5,
T,4.697728,-74.05013,2552.3,
T,4.6978,-74.05012,2552.2,
T,4.697873,-74.05011,2552,
T,4.697957,-74.05009,2551.9,
T,4.698035,-74.05008,2551.7,
T,4.698112,-74.05006,2551.5,
T,4.698188,-74.05004,2551.3,
T,4.698267,-74.05002,2551.2,
T,4.698337,-74.05,2551,
T,4.69841,-74.04999,2550.9,
T,4.698493,-74.04998,2550.9,
T,4.698567,-74.04997,2550.8,
T,4.698642,-74.04996,2550.8,
T,4.698715,-74.04995,2550.7,
T,4.698785,-74.04994,2550.7,
T,4.69885,-74.04993,2550.6,
T,4.698922,-74.04991,2550.6,
T,4.698995,-74.0499,2550.6,
T,4.699075,-74.04989,2550.5,
T,4.699152,-74.04987,2550.5,
T,4.69922,-74.04986,2550.6,
T,4.699297,-74.04985,2550.7,
T,4.699378,-74.04984,2550.8,
T,4.699455,-74.04982,2550.9,
T,4.699532,-74.04981,2551,
T,4.699612,-74.04981,2551.1,
T,4.699693,-74.0498,2551.2,
T,4.699767,-74.04979,2551.3,
T,4.69984,-74.04978,2551.4,
T,4.699915,-74.04977,2551.5,
T,4.69999,-74.04976,2551.6,
T,4.700062,-74.04975,2551.7,
T,4.700135,-74.04974,2551.9,
T,4.700207,-74.04973,2552.1,
T,4.700278,-74.04971,2552.2,
T,4.700348,-74.04969,2552.4,
T,4.700418,-74.04967,2552.5,
T,4.700482,-74.04966,2552.6,
T,4.700537,-74.04965,2552.7,
T,4.700588,-74.04964,2552.8,
T,4.700643,-74.04963,2552.8,
T,4.700703,-74.04962,2552.9,
T,4.700768,-74.04961,2553,
T,4.700828,-74.0496,2553,
T,4.700887,-74.0496,2553,
T,4.700945,-74.04959,2552.9,
T,4.701005,-74.04958,2552.8,
T,4.701063,-74.04956,2552.7,
T,4.70112,-74.04955,2552.6,
T,4.701172,-74.04955,2552.5,
T,4.701222,-74.04954,2552.5,
T,4.701268,-74.04954,2552.4,
T,4.701313,-74.04953,2552.4,
T,4.701357,-74.04953,2552.3,
T,4.701395,-74.04952,2552.3,
T,4.701435,-74.04951,2552.2,
T,4.701468,-74.0495,2552.2,
T,4.701493,-74.04949,2552.2,
T,4.701508,-74.04949,2552.1,
T,4.701523,-74.04949,2552.1,
T,4.701558,-74.04947,2552.1,
T,4.701617,-74.04946,2552,
T,4.701643,-74.04945,2552,
T,4.701645,-74.04945,2552,
T,4.701643,-74.04945,2552,
T,4.701638,-74.04945,2552,
T,4.701705,-74.04948,2552,
T,4.701742,-74.04947,2551.9,
T,4.701775,-74.04946,2551.9,
T,4.701812,-74.04946,2551.8,
T,4.701853,-74.04945,2551.8,
T,4.701902,-74.04944,2551.7,
T,4.701948,-74.04943,2551.7,
T,4.702,-74.04942,2551.6,
T,4.702057,-74.04941,2551.5,
T,4.702113,-74.0494,2551.5,
T,4.70217,-74.04939,2551.4,
T,4.702227,-74.04938,2551.3,
T,4.702285,-74.04938,2551.3,
T,4.702343,-74.04936,2551.2,
T,4.702403,-74.04935,2551.1,
T,4.702463,-74.04934,2551,
T,4.702517,-74.04933,2551,
T,4.702577,-74.04932,2551.1,
T,4.702633,-74.04931,2551.2,
T,4.702688,-74.0493,2551.2,
T,4.702747,-74.04929,2551.3,
T,4.702802,-74.04927,2551.4,
T,4.70286,-74.04926,2551.4,
T,4.702918,-74.04925,2551.5,
T,4.702978,-74.04924,2551.6,
T,4.703035,-74.04923,2551.6,
T,4.703093,-74.04923,2551.7,
T,4.703153,-74.04922,2551.8,
T,4.703213,-74.04921,2551.9,
T,4.703272,-74.0492,2551.9,
T,4.703328,-74.0492,2552,
T,4.703388,-74.04918,2552,
T,4.703452,-74.04917,2552,
T,4.70351,-74.04916,2552,
T,4.703568,-74.04915,2552,
T,4.703625,-74.04914,2552,
T,4.70368,-74.04913,2552,
T,4.703738,-74.04911,2552,
T,4.7038,-74.0491,2552,
T,4.703867,-74.04909,2552,
T,4.703927,-74.04908,2551.9,
T,4.703988,-74.04906,2551.9,
T,4.704048,-74.04906,2551.8,
T,4.704105,-74.04904,2551.8,
T,4.704158,-74.04903,2551.7,
T,4.704212,-74.04902,2551.7,
T,4.704267,-74.04901,2551.8,
T,4.704323,-74.049,2551.9,
T,4.70438,-74.04898,2552,
T,4.70445,-74.04897,2552.1,
T,4.704507,-74.04896,2552.2,
T,4.70456,-74.04895,2552.3,
T,4.704613,-74.04893,2552.4,
T,4.704663,-74.04892,2552.4,
T,4.704712,-74.04892,2552.5,
T,4.704758,-74.0489,2552.6,
T,4.704803,-74.04889,2552.6,
T,4.704845,-74.04889,2552.7,
T,4.704885,-74.04888,2552.7,
T,4.704923,-74.04888,2552.8,
T,4.70496,-74.04887,2552.9,
T,4.704993,-74.04887,2552.9,
T,4.705028,-74.04887,2552.9,
T,4.705057,-74.04886,2552.8,
T,4.705082,-74.04886,2552.8,
T,4.705102,-74.04886,2552.8,
T,4.705113,-74.04885,2552.7,
T,4.705127,-74.04885,2552.7,
T,4.705135,-74.04885,2552.7,
T,4.705138,-74.04885,2552.7,
T,4.70514,-74.04885,2552.7,
T,4.705185,-74.04887,2552.7,
T,4.705198,-74.04887,2552.7,
T,4.705222,-74.04886,2552.7,
T,4.705265,-74.04884,2552.6,
T,4.705312,-74.04882,2552.5,
T,4.705362,-74.04881,2552.4,
T,4.705418,-74.04878,2552.3,
T,4.705465,-74.04877,2552.3,
T,4.70551,-74.04876,2552.2,
T,4.70554,-74.04875,2552.2,
T,4.705557,-74.04873,2552.1,
T,4.705567,-74.04872,2552.1,
T,4.705568,-74.04872,2552.1,
T,4.705565,-74.04871,2552.1,
T,4.705567,-74.0487,2552.1,
T,4.70557,-74.0487,2552.1,
T,4.705572,-74.0487,2552.1,
T,4.705575,-74.04869,2552.1,
T,4.705585,-74.04869,2552.1,
T,4.705598,-74.04869,2552.1,
T,4.70561,-74.04869,2552.1,
T,4.705632,-74.04867,2552.1,
T,4.705667,-74.04866,2552,
T,4.70571,-74.04865,2552,
T,4.705778,-74.04864,2552,
T,4.705835,-74.04863,2552,
T,4.705902,-74.04863,2551.9,
T,4.70596,-74.04863,2551.8,
T,4.706017,-74.04862,2551.8,
T,4.706077,-74.04862,2551.7,
T,4.706135,-74.04861,2551.6,
T,4.706195,-74.04861,2551.6,
T,4.706253,-74.0486,2551.5,
T,4.706315,-74.0486,2551.4,
T,4.706373,-74.04859,2551.4,
T,4.706433,-74.04859,2551.3,
T,4.706492,-74.04857,2551.2,
T,4.706552,-74.04857,2551.1,
T,4.70661,-74.04856,2551.1,
T,4.706668,-74.04855,2551,
T,4.706728,-74.04854,2551.1,
T,4.706788,-74.04853,2551.2,
T,4.706847,-74.04853,2551.3,
T,4.706902,-74.04852,2551.4,
T,4.706955,-74.04852,2551.5,
T,4.707007,-74.04851,2551.6,
T,4.707062,-74.0485,2551.7,
T,4.70712,-74.0485,2551.8,
T,4.70718,-74.04849,2551.8,
T,4.707233,-74.04849,2551.9,
T,4.707285,-74.04849,2552,
T,4.707338,-74.04849,2552.1,
T,4.707392,-74.04848,2552.2,
T,4.707443,-74.04847,2552.2,
T,4.707495,-74.04846,2552.3,
T,4.707547,-74.04846,2552.4,
T,4.707598,-74.04845,2552.5,
T,4.707647,-74.04844,2552.6,
T,4.707697,-74.04843,2552.7,
T,4.707743,-74.04843,2552.7,
T,4.707788,-74.04843,2552.8,
T,4.707833,-74.04843,2552.9,
T,4.707877,-74.04843,2553,
T,4.707915,-74.04842,2553.1,
T,4.707943,-74.04842,2553.2,
T,4.707957,-74.04842,2553.2,
T,4.70796,-74.04842,2553.2,
T,4.707963,-74.04843,2553.2,
T,4.708052,-74.04837,2553.4,
T,4.708102,-74.04837,2553.5,
T,4.708163,-74.04838,2553.6,
T,4.708228,-74.04839,2553.8,
T,4.708295,-74.04839,2553.9,
T,4.708365,-74.04839,2554,
T,4.708433,-74.04838,2554.1,
T,4.708502,-74.04837,2554.2,
T,4.70858,-74.04834,2554.3,
T,4.708652,-74.04834,2554.4,
T,4.70872,-74.04833,2554.5,
T,4.708793,-74.04832,2554.6,
T,4.70887,-74.0483,2554.8,
T,4.708947,-74.04829,2554.9,
T,4.70902,-74.04828,2555,
T,4.709095,-74.04827,2555.1,
T,4.709167,-74.04826,2555.2,
T,4.709242,-74.04826,2555.2,
T,4.709315,-74.04825,2555.3,
T,4.709392,-74.04824,2555.4,
T,4.709468,-74.04823,2555.5,
T,4.709548,-74.04822,2555.6,
T,4.709625,-74.0482,2555.7,
T,4.709703,-74.04819,2555.8,
T,4.709783,-74.04818,2555.8,
T,4.709865,-74.04816,2555.9,
T,4.70994,-74.04815,2556,
T,4.71002,-74.04814,2556,
T,4.7101,-74.04813,2556.2,
T,4.710177,-74.04812,2556.4,
T,4.710253,-74.04811,2556.5,
T,4.710328,-74.0481,2556.7,
T,4.710397,-74.0481,2556.8,
T,4.710468,-74.04809,2557,
T,4.710533,-74.04808,2557.1,
T,4.710583,-74.04807,2557.2,
T,4.71063,-74.04805,2557.3,
T,4.710667,-74.04804,2557.3,
T,4.710715,-74.04802,2557.4,
T,4.710768,-74.04802,2557.5,
T,4.710825,-74.04801,2557.6,
T,4.710873,-74.048,2557.6,
T,4.710922,-74.048,2557.6,
T,4.710963,-74.04799,2557.6,
T,4.711008,-74.048,2557.6,
T,4.711058,-74.04801,2557.7,
T,4.711107,-74.04799,2557.7,
T,4.711155,-74.048,2557.7,
T,4.711208,-74.04799,2557.7,
T,4.711258,-74.04798,2557.7,
T,4.711307,-74.04798,2557.7,
T,4.711352,-74.04797,2557.8,
T,4.711398,-74.04796,2557.8,
T,4.711457,-74.04795,2557.8,
T,4.711515,-74.04796,2557.8,
T,4.711567,-74.04795,2557.9,
T,4.711617,-74.04795,2557.9,
T,4.71167,-74.04794,2557.9,
T,4.711725,-74.04793,2557.9,
T,4.71178,-74.04792,2557.9,
T,4.711837,-74.04791,2557.9,
T,4.711893,-74.04789,2557.9,
T,4.711948,-74.04789,2557.9,
T,4.712008,-74.04787,2557.9,
T,4.712065,-74.04781,2558.1,
T,4.712125,-74.04779,2558.1,
T,4.712172,-74.04779,2558.1,
T,4.712218,-74.04778,2558.1,
T,4.712272,-74.04777,2558.1,
T,4.712327,-74.04777,2558.1,
T,4.712383,-74.04777,2558.1,
T,4.712442,-74.04776,2558.1,
T,4.712493,-74.04776,2558.1,
T,4.712543,-74.04777,2557.9,
T,4.712598,-74.04776,2557.8,
T,4.712648,-74.04776,2557.6,
T,4.712707,-74.04772,2557.6,
T,4.712772,-74.0477,2557.5,
T,4.712828,-74.04769,2557.3,
T,4.712885,-74.04768,2557.2,
T,4.71294,-74.04767,2557,
T,4.712993,-74.04765,2556.9,
T,4.713048,-74.04764,2556.7,
T,4.713105,-74.04763,2556.6,
T,4.71316,-74.04761,2556.4,
T,4.713215,-74.0476,2556.3,
T,4.713273,-74.04759,2556.1,
T,4.713343,-74.04756,2555.9,
T,4.7134,-74.04755,2556.1,
T,4.713458,-74.04755,2556.2,
T,4.713515,-74.04754,2556.4,
T,4.713575,-74.04753,2556.5,
T,4.713635,-74.04752,2556.7,
T,4.713688,-74.04751,2556.8,
T,4.713743,-74.0475,2557,
T,4.713803,-74.04749,2557.2,
T,4.713863,-74.04749,2557.3,
T,4.71392,-74.04749,2557.5,
T,4.71398,-74.04749,2557.6,
T,4.714042,-74.04748,2557.8,
T,4.7141,-74.04746,2558,
T,4.714158,-74.04745,2558.2,
T,4.714217,-74.04744,2558.1,
T,4.714277,-74.04743,2558,
T,4.71433,-74.04741,2557.9,
T,4.714387,-74.0474,2557.8,
T,4.714447,-74.04739,2557.7,
T,4.714507,-74.04738,2557.5,
T,4.714563,-74.04737,2557.4,
T,4.714615,-74.04736,2557.3,
T,4.714668,-74.04735,2557.2,
T,4.714728,-74.04734,2557.1,
T,4.714792,-74.04733,2557,
T,4.714868,-74.04734,2556.7,
T,4.714925,-74.04733,2556.6,
T,4.71498,-74.04733,2556.5,
T,4.71505,-74.04732,2556.4,
T,4.715112,-74.04732,2556.2,
T,4.715172,-74.0473,2556.2,
T,4.715237,-74.04729,2556.1,
T,4.715302,-74.04728,2556,
T,4.715365,-74.04728,2555.9,
T,4.715423,-74.04726,2555.9,
T,4.715483,-74.04725,2555.8,
T,4.715547,-74.04725,2555.6,
T,4.715607,-74.04724,2555.5,
T,4.715667,-74.04723,2555.4,
T,4.715723,-74.04721,2555.4,
T,4.715778,-74.0472,2555.3,
T,4.715837,-74.0472,2555.2,
T,4.715893,-74.04719,2555.2,
T,4.715952,-74.04718,2555.1,
T,4.716012,-74.04718,2555.1,
T,4.716073,-74.04717,2555,
T,4.716132,-74.04715,2555.1,
T,4.716193,-74.04715,2555,
T,4.716255,-74.04714,2554.9,
T,4.716313,-74.04713,2554.9,
T,4.716373,-74.04712,2554.8,
T,4.716435,-74.04712,2554.7,
T,4.716493,-74.04711,2554.7,
T,4.716552,-74.0471,2554.6,
T,4.716612,-74.0471,2554.5,
T,4.716672,-74.04708,2554.5,
T,4.716725,-74.04708,2554.5,
T,4.716783,-74.04707,2554.5,
T,4.716842,-74.04706,2554.4,
T,4.7169,-74.04705,2554.4,
T,4.716965,-74.04705,2554.4,
T,4.717032,-74.04704,2554.3,
T,4.717095,-74.04703,2554.3,
T,4.717158,-74.04701,2554.2,
T,4.71722,-74.047,2554.1,
T,4.717273,-74.04699,2554.1,
T,4.717313,-74.04698,2554,
T,4.717343,-74.04698,2554,
T,4.717363,-74.04697,2553.9,
T,4.717377,-74.04697,2553.9,
T,4.717383,-74.04696,2553.9,
T,4.717393,-74.04696,2553.9,
T,4.717403,-74.04696,2553.8,
T,4.71741,-74.04696,2553.8,
T,4.717513,-74.04707,2554,
T,4.717523,-74.0471,2554.1,
T,4.717548,-74.04713,2554.2,
T,4.717562,-74.04717,2554.3,
T,4.71757,-74.04721,2554.4,
T,4.717568,-74.04725,2554.4,
T,4.717562,-74.04728,2554.5,
T,4.717558,-74.04731,2554.6,
T,4.717567,-74.04732,2554.6,
T,4.717572,-74.04733,2554.6,
T,4.717572,-74.04733,2554.6,
T,4.717567,-74.04733,2554.6,
T,4.717642,-74.04728,2554.6,
T,4.717685,-74.04727,2554.6,
T,4.717737,-74.04725,2554.6,
T,4.717792,-74.04725,2554.6,
T,4.71784,-74.04725,2554.6,
T,4.717877,-74.04725,2554.7,
T,4.717903,-74.04727,2554.7,
T,4.717922,-74.04731,2554.8,
T,4.71794,-74.04736,2554.8,
T,4.717965,-74.0474,2554.9,
T,4.71799,-74.04746,2555,
T,4.718007,-74.04751,2555,
T,4.718027,-74.04757,2555,
T,4.718045,-74.04762,2555.1,
T,4.718068,-74.04768,2555.1,
T,4.718097,-74.04775,2555.1,
T,4.718123,-74.04781,2555.1,
T,4.718148,-74.04787,2555.1,
T,4.718177,-74.04793,2555.1,
T,4.718205,-74.048,2555.1,
T,4.718233,-74.04806,2555.1,
T,4.718257,-74.04811,2555.1,
T,4.71828,-74.04817,2555.1,
T,4.718302,-74.04822,2555,
T,4.718313,-74.04825,2555,
T,4.71833,-74.04828,2555,
T,4.718348,-74.04832,2555,
T,4.718363,-74.04838,2555,
T,4.718378,-74.04844,2554.9,
T,4.718385,-74.04849,2554.9,
T,4.718393,-74.04853,2554.8,
T,4.718407,-74.04858,2554.8,
