V_Bat,I_Bat,Pedal_time(ms),Wheel_time(ms),GPS_date,GPS_time,GPS_lat,GPS_lng,Vbat(V),Ibat(A),BattPower(W),Energy(J),Speed(km/h),norm.Speed,distance from encoder(m),cadencia(RPM),Altitud (msnm),Potencia del ciclista (W),Energía del ciclista (J)
0,0,656,319,30/4/2017,13:12:37.00,4.716232,-74.04715,0.0,0.0,0.0,0.0,18.889273847269436,0.82767308160036,2692.5615292017796,91.46341463414635,2609.8059999999996,172.6244599848048,37816.96133842458
0,0,672,317,30/4/2017,13:12:38.00,4.716180,-74.04716,0.0,0.0,0.0,0.0,18.864336252958385,0.8265803886944275,2697.801622605379,89.28571428571428,2609.9399999999996,161.48495579484182,37978.44629421942
0,0,661,318,30/4/2017,13:12:39.00,4.716130,-74.04716,0.0,0.0,0.0,0.0,18.843634713554646,0.8256733074031771,2703.035965581367,90.77155824508321,2610.0909999999994,175.72469123814145,38154.17098545756
0,0,675,319,30/4/2017,13:12:40.00,4.716072,-74.04716,0.0,0.0,0.0,0.0,18.828340685101097,0.8250031675257745,2708.2660602161172,88.88888888888889,2610.2889999999998,215.34963585871267,38369.520621316275
0,0,671,322,30/4/2017,13:12:41.00,4.716020,-74.04716,0.0,0.0,0.0,0.0,18.814226346008038,0.8243847182075869,2713.4922342011196,89.41877794336811,2610.4609999999993,193.29179756510536,38562.81241888138
0,0,681,322,30/4/2017,13:12:42.00,4.715965,-74.04716,0.0,0.0,0.0,0.0,18.804204967635535,0.8239456105326959,2718.715624469907,88.10572687224669,2610.6149999999993,178.01907872010756,38740.83149760149
0,0,667,321,30/4/2017,13:12:43.00,4.715905,-74.04718,0.0,0.0,0.0,0.0,18.788744715445485,0.8232681872142602,2723.9347202241975,89.95502248875562,2610.760999999999,171.16504047035002,38911.996538071835
0,0,669,319,30/4/2017,13:12:44.00,4.715852,-74.04718,0.0,0.0,0.0,0.0,18.74222634117994,0.8212298872515028,2729.1408942078588,89.68609865470852,2610.917999999999,180.18620064920256,39092.182738721036
0,0,678,319,30/4/2017,13:12:45.00,4.715803,-74.04719,0.0,0.0,0.0,0.0,18.654803512037233,0.8173992729577074,2734.3227840723134,88.49557522123894,2611.071999999999,177.14400469419013,39269.32674341523
0,0,665,322,30/4/2017,13:12:46.00,4.715753,-74.04720,0.0,0.0,0.0,0.0,18.572028522466994,0.8137723134858408,2739.4816808841097,90.22556390977444,2611.2119999999995,164.81641944100207,39434.143162856235
